heure,kind,quality,ouverture,haut,bas,cloture,n_releves,volume,valeur,profondeur_5pct
2026-09-04T06,71,0,1560.0,1560.0,1560.0,1560.0,1,0,0,
2026-09-04T06,72,0,1.64,1.64,1.64,1.64,1,0,0,
2026-09-04T06,73,0,27.0,27.0,27.0,27.0,1,0,0,
2026-09-04T06,74,0,19.9,19.9,19.9,19.9,1,0,0,
2026-09-04T06,75,0,6.4,6.4,6.4,6.4,1,0,0,
2026-09-04T06,76,0,58.5,58.5,58.5,58.5,1,0,0,
2026-09-04T06,77,0,2650.0,2650.0,2650.0,2650.0,1,0,0,
2026-09-04T06,78,0,1860.0,1860.0,1860.0,1860.0,1,0,0,
2026-09-04T06,79,0,845.0,845.0,845.0,845.0,1,0,0,
2026-09-04T06,80,0,4440.0,4440.0,4440.0,4440.0,1,0,0,
2026-09-04T06,81,0,5150.0,5150.0,5150.0,5150.0,1,0,0,
2026-09-04T06,82,0,1510.0,1510.0,1510.0,1510.0,1,0,0,
2026-09-04T06,83,0,31.0,31.0,31.0,31.0,1,0,0,
2026-09-04T06,84,0,8975.0,8975.0,8975.0,8975.0,1,0,0,
2026-09-04T06,85,0,7350.0,7350.0,7350.0,7350.0,1,0,0,
2026-09-04T06,86,0,10000.0,10000.0,10000.0,10000.0,1,0,0,
2026-09-04T06,87,0,484.0,484.0,484.0,484.0,1,0,0,
2026-09-04T06,88,0,10800.0,10800.0,10800.0,10800.0,1,0,0,
2026-09-04T06,89,0,4400.0,4400.0,4400.0,4400.0,1,0,0,
2026-09-04T06,98,0,855.0,855.0,855.0,855.0,1,0,0,
2026-09-04T06,100,0,111.0,111.0,111.0,111.0,1,0,0,
2026-09-04T06,101,0,196.0,196.0,196.0,196.0,1,0,0,
2026-09-04T06,102,0,2.65,2.65,2.65,2.65,1,0,0,
2026-09-04T06,103,0,6.9,6.9,6.9,6.9,1,0,0,
2026-09-04T06,104,0,0.95,0.95,0.95,0.95,1,0,0,
2026-09-04T06,105,0,1.58,1.58,1.58,1.58,1,0,0,
2026-09-04T06,106,0,4.25,4.25,4.25,4.25,1,0,0,
2026-09-04T06,107,0,20.25,20.25,20.25,20.25,1,0,0,
2026-09-04T06,108,0,9.9,9.9,9.9,9.9,1,0,0,
2026-09-04T06,109,0,109.0,109.0,109.0,109.0,1,0,0,
2026-09-04T06,110,0,196.0,196.0,196.0,196.0,1,0,0,
2026-09-04T06,111,0,2570.0,2570.0,2570.0,2570.0,1,0,0,
2026-09-04T06,112,0,2190.0,2190.0,2190.0,2190.0,1,0,0,
2026-09-04T06,113,0,127.0,127.0,127.0,127.0,1,0,0,
2026-09-04T06,114,0,640.0,640.0,640.0,640.0,1,0,0,
2026-09-04T06,115,0,125.0,125.0,125.0,125.0,1,0,0,
2026-09-04T06,116,0,39.0,39.0,39.0,39.0,1,0,0,
2026-09-04T06,117,0,6.8,6.8,6.8,6.8,1,0,0,
2026-09-04T06,118,0,0.78,0.78,0.78,0.78,1,0,0,
2026-09-04T06,119,0,31.75,31.75,31.75,31.75,1,0,0,
2026-09-04T06,120,0,2.6,2.6,2.6,2.6,1,0,0,
2026-09-04T06,121,0,145.0,145.0,145.0,145.0,1,0,0,
2026-09-04T06,122,0,131.0,131.0,131.0,131.0,1,0,0,
2026-09-04T06,123,0,298.0,298.0,298.0,298.0,1,0,0,
2026-09-04T06,124,0,35.5,35.5,35.5,35.5,1,0,0,
2026-09-04T06,125,0,27.25,27.25,27.25,27.25,1,0,0,
2026-09-04T06,126,0,55.0,55.0,55.0,55.0,1,0,0,
2026-09-04T06,127,0,476.0,476.0,476.0,476.0,1,0,0,
2026-09-04T06,128,0,54.0,54.0,54.0,54.0,1,0,0,
2026-09-04T06,129,0,2040.0,2040.0,2040.0,2040.0,1,0,0,
2026-09-04T06,130,0,2050.0,2050.0,2050.0,2050.0,1,0,0,
2026-09-04T06,131,0,2400.0,2400.0,2400.0,2400.0,1,0,0,
2026-09-04T06,132,0,2170.0,2170.0,2170.0,2170.0,1,0,0,
2026-09-04T06,133,0,17.3,17.3,17.3,17.3,1,0,0,
2026-09-04T06,134,0,49.0,49.0,49.0,49.0,1,0,0,
2026-09-04T06,135,0,17.8,17.8,17.8,17.8,1,0,0,
2026-09-04T06,136,0,1.49,1.49,1.49,1.49,1,0,0,
2026-09-04T06,137,0,114.0,114.0,114.0,114.0,1,0,0,
2026-09-04T06,138,0,1180.0,1180.0,1180.0,1180.0,1,0,0,
2026-09-04T06,139,0,9.9,9.9,9.9,9.9,1,0,0,
2026-09-04T06,140,0,252.0,252.0,252.0,252.0,1,0,0,
2026-09-04T06,141,0,36.5,36.5,36.5,36.5,1,0,0,
2026-09-04T06,142,0,760.0,760.0,760.0,760.0,1,0,0,
2026-09-04T06,143,0,715.0,715.0,715.0,715.0,1,0,0,
2026-09-04T06,144,0,17.7,17.7,17.7,17.7,1,0,0,
2026-09-04T06,145,0,136.0,136.0,136.0,136.0,1,0,0,
2026-09-04T06,146,0,6.8,6.8,6.8,6.8,1,0,0,
2026-09-04T06,147,0,39.75,39.75,39.75,39.75,1,0,0,
2026-09-04T06,148,0,33.25,33.25,33.25,33.25,1,0,0,
2026-09-04T06,149,0,715.0,715.0,715.0,715.0,1,0,0,
2026-09-04T06,150,0,380.0,380.0,380.0,380.0,1,0,0,
2026-09-04T06,151,0,232.0,232.0,232.0,232.0,1,0,0,
2026-09-04T06,152,0,234.0,234.0,234.0,234.0,1,0,0,
2026-09-04T06,153,0,60.0,60.0,60.0,60.0,1,0,0,
2026-09-04T06,154,0,50.0,50.0,50.0,50.0,1,0,0,
2026-09-04T06,155,0,130.0,130.0,130.0,130.0,1,0,0,
2026-09-04T09,1,0,0.253,0.253,0.253,0.253,1,0,0,330642763
2026-09-04T09,2,0,0.369,0.369,0.369,0.369,1,0,0,27290004
2026-09-04T09,3,0,2.15,2.15,2.15,2.15,1,0,0,4427
2026-09-04T09,4,0,2.5,2.5,2.5,2.5,1,0,0,249337
2026-09-04T09,5,0,3.05,3.05,3.05,3.05,1,0,0,2989919
2026-09-04T09,6,0,0.665,0.665,0.665,0.665,1,0,0,427882
2026-09-04T09,7,0,39.75,39.75,39.75,39.75,1,0,0,162285
2026-09-04T09,8,0,11.0,11.0,11.0,11.0,1,0,0,696486
2026-09-04T09,9,0,1.16,1.16,1.16,1.16,1,0,0,77965
2026-09-04T09,12,0,41.0,41.0,41.0,41.0,1,0,0,1624912
2026-09-04T09,13,0,0.37,0.37,0.37,0.37,1,0,0,82123810
2026-09-04T09,14,0,11.0,11.0,11.0,11.0,1,0,0,2366556
2026-09-04T09,15,0,10.2,10.2,10.2,10.2,1,0,0,823246
2026-09-04T09,16,0,8.4,8.4,8.4,8.4,1,0,0,633963
2026-09-04T09,17,0,14.8,14.8,14.8,14.8,1,0,0,5134544
2026-09-04T09,18,0,21.0,21.0,21.0,21.0,1,0,0,1281113
2026-09-04T09,19,0,10.8,10.8,10.8,10.8,1,0,0,262806
2026-09-04T09,20,0,107.0,107.0,107.0,107.0,1,0,0,33546
2026-09-04T09,21,0,58.5,58.5,58.5,58.5,1,0,0,521746
2026-09-04T09,25,0,755.0,755.0,755.0,755.0,1,0,0,38250
2026-09-04T09,26,0,1170.0,1170.0,1170.0,1170.0,1,0,0,1892
2026-09-04T09,27,0,560.0,560.0,560.0,560.0,1,0,0,5494
2026-09-04T09,28,0,940.0,940.0,940.0,940.0,1,0,0,2697
2026-09-04T09,29,0,103.0,103.0,103.0,103.0,1,0,0,312757
2026-09-04T09,30,0,156.0,156.0,156.0,156.0,1,0,0,168812
2026-09-04T09,31,0,199.0,199.0,199.0,199.0,1,0,0,514702
2026-09-04T09,32,0,216.0,216.0,216.0,216.0,1,0,0,157009
2026-09-04T09,33,0,108.0,108.0,108.0,108.0,1,0,0,105763
2026-09-04T09,34,0,94.5,94.5,94.5,94.5,1,0,0,283798
2026-09-04T09,42,0,5.1,5.1,5.1,5.1,1,0,0,370067
2026-09-04T09,43,0,11.4,11.4,11.4,11.4,1,0,0,598393
2026-09-04T09,44,0,1.24,1.24,1.24,1.24,1,0,0,3674138
2026-09-04T09,45,0,15.5,15.5,15.5,15.5,1,0,0,237465
2026-09-04T09,46,0,28.0,28.0,28.0,28.0,1,0,0,191072
2026-09-04T09,47,0,442.0,442.0,442.0,442.0,1,0,0,64049
2026-09-04T09,48,0,222.0,222.0,222.0,222.0,1,0,0,46865
2026-09-04T09,49,0,945.0,945.0,945.0,945.0,1,0,0,5009
2026-09-04T09,50,0,320.0,320.0,320.0,320.0,1,0,0,7597
2026-09-04T09,51,0,770.0,770.0,770.0,770.0,1,0,0,22543
2026-09-04T09,55,0,2250.0,2250.0,2250.0,2250.0,1,0,0,4626
2026-09-04T09,56,0,4380.0,4380.0,4380.0,4380.0,1,0,0,10929
2026-09-04T09,57,0,5575.0,5575.0,5575.0,5575.0,1,0,0,3677
2026-09-04T09,58,0,127.0,127.0,127.0,127.0,1,0,0,118151
2026-09-04T09,59,0,63.5,63.5,63.5,63.5,1,0,0,518181
2026-09-04T09,60,0,5.7,5.7,5.7,5.7,1,0,0,37918
2026-09-04T09,61,0,19.7,19.7,19.7,19.7,1,0,0,4682245
2026-09-04T09,62,0,22.5,22.5,22.5,22.5,1,0,0,226371
2026-09-04T09,63,0,33.75,33.75,33.75,33.75,1,0,0,207898
2026-09-04T09,64,0,47.5,47.5,47.5,47.5,1,0,0,138644
2026-09-04T09,68,0,30.75,30.75,30.75,30.75,1,0,0,9676
2026-09-04T09,69,0,6450.0,6450.0,6450.0,6450.0,1,0,0,7269
2026-09-04T09,70,0,810.0,810.0,810.0,810.0,1,0,0,16323
2026-09-04T09,71,0,1560.0,1560.0,1560.0,1560.0,1,0,0,23325
2026-09-04T09,72,0,1.67,1.67,1.67,1.67,1,0,0,1271291
2026-09-04T09,73,0,26.75,26.75,26.75,26.75,1,0,0,331252
2026-09-04T09,74,0,19.8,19.8,19.8,19.8,1,0,0,58283
2026-09-04T09,75,0,6.2,6.2,6.2,6.2,1,0,0,1954395
2026-09-04T09,76,0,60.5,60.5,60.5,60.5,1,0,0,251625
2026-09-04T09,77,0,2650.0,2650.0,2650.0,2650.0,1,0,0,1877
2026-09-04T09,81,0,5175.0,5175.0,5175.0,5175.0,1,0,0,2181
2026-09-04T09,82,0,1510.0,1510.0,1510.0,1510.0,1,0,0,7984
2026-09-04T09,83,0,30.5,30.5,30.5,30.5,1,0,0,87445
2026-09-04T09,84,0,8950.0,8950.0,8950.0,8950.0,1,0,0,1580
2026-09-04T09,85,0,7375.0,7375.0,7375.0,7375.0,1,0,0,93
2026-09-04T09,86,0,10000.0,10000.0,10000.0,10000.0,1,0,0,531
2026-09-04T09,87,0,486.0,486.0,486.0,486.0,1,0,0,2837
2026-09-04T09,88,0,10700.0,10700.0,10700.0,10700.0,1,0,0,212
2026-09-04T09,89,0,4410.0,4410.0,4410.0,4410.0,1,0,0,1700
2026-09-04T09,98,0,850.0,850.0,850.0,850.0,1,0,0,17951
2026-09-04T09,103,0,6.7,6.7,6.7,6.7,1,0,0,491794
2026-09-04T09,104,0,0.98,0.98,0.98,0.98,1,0,0,2523051
2026-09-04T09,105,0,1.54,1.54,1.54,1.54,1,0,0,1670729
2026-09-04T09,106,0,4.2,4.2,4.2,4.2,1,0,0,14275
2026-09-04T09,107,0,20.5,20.5,20.5,20.5,1,0,0,136261
2026-09-04T09,108,0,10.0,10.0,10.0,10.0,1,0,0,1818029
2026-09-04T09,109,0,111.0,111.0,111.0,111.0,1,0,0,234714
2026-09-04T09,110,0,198.0,198.0,198.0,198.0,1,0,0,100830
2026-09-04T09,111,0,2590.0,2590.0,2590.0,2590.0,1,0,0,115313
2026-09-04T09,112,0,2180.0,2180.0,2180.0,2180.0,1,0,0,11678
2026-09-04T09,116,0,39.25,39.25,39.25,39.25,1,0,0,138300
2026-09-04T09,117,0,6.9,6.9,6.9,6.9,1,0,0,321817
2026-09-04T09,118,0,0.765,0.765,0.765,0.765,1,0,0,410874
2026-09-04T09,119,0,31.25,31.25,31.25,31.25,1,0,0,30075
2026-09-04T09,120,0,2.7,2.7,2.7,2.7,1,0,0,148908
2026-09-04T09,121,0,150.0,150.0,150.0,150.0,1,0,0,2727
2026-09-04T09,122,0,131.0,131.0,131.0,131.0,1,0,0,145752
2026-09-04T09,123,0,300.0,300.0,300.0,300.0,1,0,0,23791
2026-09-04T09,124,0,34.75,34.75,34.75,34.75,1,0,0,44150
2026-09-04T09,125,0,27.0,27.0,27.0,27.0,1,0,0,149189
2026-09-04T09,129,0,2030.0,2030.0,2030.0,2030.0,1,0,0,92
2026-09-04T09,130,0,2000.0,2000.0,2000.0,2000.0,1,0,0,390
2026-09-04T09,131,0,2400.0,2400.0,2400.0,2400.0,1,0,0,1985
2026-09-04T09,132,0,2140.0,2140.0,2140.0,2140.0,1,0,0,330
2026-09-04T09,133,0,17.7,17.7,17.7,17.7,1,0,0,70261
2026-09-04T09,134,0,49.0,49.0,49.0,49.0,1,0,0,40523
2026-09-04T09,135,0,17.9,17.9,17.9,17.9,1,0,0,577844
2026-09-04T09,136,0,1.47,1.47,1.47,1.47,1,0,0,74203
2026-09-04T09,137,0,125.0,125.0,125.0,125.0,1,0,0,26727
2026-09-04T09,138,0,1180.0,1180.0,1180.0,1180.0,1,0,0,44
2026-09-04T09,142,0,755.0,755.0,755.0,755.0,1,0,0,402
2026-09-04T09,143,0,715.0,715.0,715.0,715.0,1,0,0,2648
2026-09-04T09,144,0,17.4,17.4,17.4,17.4,1,0,0,131219
2026-09-04T09,145,0,135.0,135.0,135.0,135.0,1,0,0,874849
2026-09-04T09,146,0,6.7,6.7,6.7,6.7,1,0,0,84864
2026-09-04T09,147,0,39.75,39.75,39.75,39.75,1,0,0,407677
2026-09-04T09,148,0,33.25,33.25,33.25,33.25,1,0,0,70599
2026-09-04T09,149,0,715.0,715.0,715.0,715.0,1,0,0,138
2026-09-04T09,150,0,380.0,380.0,380.0,380.0,1,0,0,1411
2026-09-04T09,151,0,232.0,232.0,232.0,232.0,1,0,0,1367
2026-09-04T09,155,0,130.0,130.0,130.0,130.0,1,0,0,7653
2026-09-04T11,1,0,0.255,0.255,0.255,0.255,1,0,0,
2026-09-04T11,2,0,0.361,0.361,0.361,0.361,1,0,0,
2026-09-04T11,3,0,2.25,2.25,2.25,2.25,1,0,0,
2026-09-04T11,4,0,2.2,2.2,2.2,2.2,1,0,0,
2026-09-04T11,5,0,2.85,2.85,2.85,2.85,1,0,0,
2026-09-04T11,6,0,0.665,0.665,0.665,0.665,1,0,0,
2026-09-04T11,7,0,41.0,41.0,41.0,41.0,1,0,0,
2026-09-04T11,8,0,11.1,11.1,11.1,11.1,1,0,0,
2026-09-04T11,9,0,1.18,1.18,1.18,1.18,1,0,0,
2026-09-04T11,10,0,29.0,29.0,29.0,29.0,1,0,0,
2026-09-04T11,11,0,41.75,41.75,41.75,41.75,1,0,0,
2026-09-04T11,12,0,39.5,39.5,39.5,39.5,1,0,0,
2026-09-04T11,13,0,0.36,0.36,0.36,0.36,1,0,0,
2026-09-04T11,14,0,10.8,10.8,10.8,10.8,1,0,0,
2026-09-04T11,15,0,10.4,10.4,10.4,10.4,1,0,0,
2026-09-04T11,16,0,8.5,8.5,8.5,8.5,1,0,0,
2026-09-04T11,17,0,14.6,14.6,14.6,14.6,1,0,0,
2026-09-04T11,18,0,20.25,20.25,20.25,20.25,1,0,0,
2026-09-04T11,19,0,11.2,11.2,11.2,11.2,1,0,0,
2026-09-04T11,20,0,109.0,109.0,109.0,109.0,1,0,0,
2026-09-04T11,21,0,56.5,56.5,56.5,56.5,1,0,0,
2026-09-04T11,22,0,88.5,88.5,88.5,88.5,1,0,0,
2026-09-04T11,23,0,129.0,129.0,129.0,129.0,1,0,0,
2026-09-04T11,24,0,635.0,635.0,635.0,635.0,1,0,0,
2026-09-04T11,25,0,755.0,755.0,755.0,755.0,1,0,0,
2026-09-04T11,26,0,1200.0,1200.0,1200.0,1200.0,1,0,0,
2026-09-04T11,27,0,555.0,555.0,555.0,555.0,1,0,0,
2026-09-04T11,28,0,940.0,940.0,940.0,940.0,1,0,0,
2026-09-04T11,29,0,102.0,102.0,102.0,102.0,1,0,0,
2026-09-04T11,30,0,155.0,155.0,155.0,155.0,1,0,0,
2026-09-04T11,31,0,200.0,200.0,200.0,200.0,1,0,0,
2026-09-04T11,32,0,210.0,210.0,210.0,210.0,1,0,0,
2026-09-04T11,33,0,103.0,103.0,103.0,103.0,1,0,0,
2026-09-04T11,34,0,91.0,91.0,91.0,91.0,1,0,0,
2026-09-04T11,35,0,82.5,82.5,82.5,82.5,1,0,0,
2026-09-04T11,40,0,1.48,1.48,1.48,1.48,1,0,0,
2026-09-04T11,41,0,4.5,4.5,4.5,4.5,1,0,0,
2026-09-04T11,42,0,4.95,4.95,4.95,4.95,1,0,0,
2026-09-04T11,43,0,11.4,11.4,11.4,11.4,1,0,0,
2026-09-04T11,44,0,1.22,1.22,1.22,1.22,1,0,0,
2026-09-04T11,45,0,15.1,15.1,15.1,15.1,1,0,0,
2026-09-04T11,46,0,27.5,27.5,27.5,27.5,1,0,0,
2026-09-04T11,47,0,440.0,440.0,440.0,440.0,1,0,0,
2026-09-04T11,48,0,222.0,222.0,222.0,222.0,1,0,0,
2026-09-04T11,49,0,950.0,950.0,950.0,950.0,1,0,0,
2026-09-04T11,50,0,316.0,316.0,316.0,316.0,1,0,0,
2026-09-04T11,51,0,780.0,780.0,780.0,780.0,1,0,0,
2026-09-04T11,52,0,615.0,615.0,615.0,615.0,1,0,0,
2026-09-04T11,53,0,3400.0,3400.0,3400.0,3400.0,1,0,0,
2026-09-04T11,54,0,6275.0,6275.0,6275.0,6275.0,1,0,0,
2026-09-04T11,55,0,2220.0,2220.0,2220.0,2220.0,1,0,0,
2026-09-04T11,56,0,4400.0,4400.0,4400.0,4400.0,1,0,0,
2026-09-04T11,57,0,5575.0,5575.0,5575.0,5575.0,1,0,0,
2026-09-04T11,58,0,128.0,128.0,128.0,128.0,1,0,0,
2026-09-04T11,59,0,64.0,64.0,64.0,64.0,1,0,0,
2026-09-04T11,60,0,5.8,5.8,5.8,5.8,1,0,0,
2026-09-04T11,61,0,19.7,19.7,19.7,19.7,1,0,0,
2026-09-04T11,62,0,22.25,22.25,22.25,22.25,1,0,0,
2026-09-04T11,63,0,33.0,33.0,33.0,33.0,1,0,0,
2026-09-04T11,64,0,46.25,46.25,46.25,46.25,1,0,0,
2026-09-04T11,65,0,13.0,13.0,13.0,13.0,1,0,0,
2026-09-04T11,66,0,0.276,0.276,0.276,0.276,1,0,0,
2026-09-04T11,67,0,11.9,11.9,11.9,11.9,1,0,0,
2026-09-04T11,68,0,32.5,32.5,32.5,32.5,1,0,0,
2026-09-04T11,69,0,6425.0,6425.0,6425.0,6425.0,1,0,0,
2026-09-04T11,70,0,805.0,805.0,805.0,805.0,1,0,0,
2026-09-04T11,71,0,1560.0,1560.0,1560.0,1560.0,1,0,0,
2026-09-04T11,72,0,1.69,1.69,1.69,1.69,1,0,0,
2026-09-04T11,73,0,26.0,26.0,26.0,26.0,1,0,0,
2026-09-04T11,74,0,20.0,20.0,20.0,20.0,1,0,0,
2026-09-04T11,75,0,6.1,6.1,6.1,6.1,1,0,0,
2026-09-04T11,76,0,57.0,57.0,57.0,57.0,1,0,0,
2026-09-04T11,77,0,2630.0,2630.0,2630.0,2630.0,1,0,0,
2026-09-04T11,78,0,1860.0,1860.0,1860.0,1860.0,1,0,0,
2026-09-04T11,79,0,860.0,860.0,860.0,860.0,1,0,0,
2026-09-04T11,80,0,4460.0,4460.0,4460.0,4460.0,1,0,0,
2026-09-04T11,81,0,5175.0,5175.0,5175.0,5175.0,1,0,0,
2026-09-04T11,82,0,1510.0,1510.0,1510.0,1510.0,1,0,0,
2026-09-04T11,83,0,30.5,30.5,30.5,30.5,1,0,0,
2026-09-04T11,84,0,8925.0,8925.0,8925.0,8925.0,1,0,0,
2026-09-04T11,85,0,7375.0,7375.0,7375.0,7375.0,1,0,0,
2026-09-04T11,86,0,10100.0,10100.0,10100.0,10100.0,1,0,0,
2026-09-04T11,87,0,486.0,486.0,486.0,486.0,1,0,0,
2026-09-04T11,88,0,10400.0,10400.0,10400.0,10400.0,1,0,0,
2026-09-04T11,89,0,4350.0,4350.0,4350.0,4350.0,1,0,0,
2026-09-04T11,98,0,860.0,860.0,860.0,860.0,1,0,0,
2026-09-04T11,100,0,111.0,111.0,111.0,111.0,1,0,0,
2026-09-04T11,101,0,197.0,197.0,197.0,197.0,1,0,0,
2026-09-04T11,102,0,2.5,2.5,2.5,2.5,1,0,0,
2026-09-04T11,103,0,6.9,6.9,6.9,6.9,1,0,0,
2026-09-04T11,104,0,0.99,0.99,0.99,0.99,1,0,0,
2026-09-04T11,105,0,1.57,1.57,1.57,1.57,1,0,0,
2026-09-04T11,106,0,4.3,4.3,4.3,4.3,1,0,0,
2026-09-04T11,107,0,20.75,20.75,20.75,20.75,1,0,0,
2026-09-04T11,108,0,9.9,9.9,9.9,9.9,1,0,0,
2026-09-04T11,109,0,109.0,109.0,109.0,109.0,1,0,0,
2026-09-04T11,110,0,197.0,197.0,197.0,197.0,1,0,0,
2026-09-04T11,111,0,2580.0,2580.0,2580.0,2580.0,1,0,0,
2026-09-04T11,112,0,2200.0,2200.0,2200.0,2200.0,1,0,0,
2026-09-04T11,113,0,124.0,124.0,124.0,124.0,1,0,0,
2026-09-04T11,114,0,650.0,650.0,650.0,650.0,1,0,0,
2026-09-04T11,115,0,129.0,129.0,129.0,129.0,1,0,0,
2026-09-04T11,116,0,39.5,39.5,39.5,39.5,1,0,0,
2026-09-04T11,117,0,6.7,6.7,6.7,6.7,1,0,0,
2026-09-04T11,118,0,0.78,0.78,0.78,0.78,1,0,0,
2026-09-04T11,119,0,32.0,32.0,32.0,32.0,1,0,0,
2026-09-04T11,120,0,2.55,2.55,2.55,2.55,1,0,0,
2026-09-04T11,121,0,150.0,150.0,150.0,150.0,1,0,0,
2026-09-04T11,122,0,128.0,128.0,128.0,128.0,1,0,0,
2026-09-04T11,123,0,300.0,300.0,300.0,300.0,1,0,0,
2026-09-04T11,124,0,35.5,35.5,35.5,35.5,1,0,0,
2026-09-04T11,125,0,26.0,26.0,26.0,26.0,1,0,0,
2026-09-04T11,126,0,55.0,55.0,55.0,55.0,1,0,0,
2026-09-04T11,127,0,476.0,476.0,476.0,476.0,1,0,0,
2026-09-04T11,128,0,54.0,54.0,54.0,54.0,1,0,0,
2026-09-04T11,129,0,2050.0,2050.0,2050.0,2050.0,1,0,0,
2026-09-04T11,130,0,2000.0,2000.0,2000.0,2000.0,1,0,0,
2026-09-04T11,131,0,2400.0,2400.0,2400.0,2400.0,1,0,0,
2026-09-04T11,132,0,2140.0,2140.0,2140.0,2140.0,1,0,0,
2026-09-04T11,133,0,18.4,18.4,18.4,18.4,1,0,0,
2026-09-04T11,134,0,49.75,49.75,49.75,49.75,1,0,0,
2026-09-04T11,135,0,16.9,16.9,16.9,16.9,1,0,0,
2026-09-04T11,136,0,1.39,1.39,1.39,1.39,1,0,0,
2026-09-04T11,137,0,123.0,123.0,123.0,123.0,1,0,0,
2026-09-04T11,138,0,1160.0,1160.0,1160.0,1160.0,1,0,0,
2026-09-04T11,139,0,9.9,9.9,9.9,9.9,1,0,0,
2026-09-04T11,140,0,254.0,254.0,254.0,254.0,1,0,0,
2026-09-04T11,141,0,35.5,35.5,35.5,35.5,1,0,0,
2026-09-04T11,142,0,750.0,750.0,750.0,750.0,1,0,0,
2026-09-04T11,143,0,715.0,715.0,715.0,715.0,1,0,0,
2026-09-04T11,144,0,17.4,17.4,17.4,17.4,1,0,0,
2026-09-04T11,145,0,136.0,136.0,136.0,136.0,1,0,0,
2026-09-04T11,146,0,6.7,6.7,6.7,6.7,1,0,0,
2026-09-04T11,147,0,39.5,39.5,39.5,39.5,1,0,0,
2026-09-04T11,148,0,33.25,33.25,33.25,33.25,1,0,0,
2026-09-04T11,149,0,715.0,715.0,715.0,715.0,1,0,0,
2026-09-04T11,150,0,374.0,374.0,374.0,374.0,1,0,0,
2026-09-04T11,151,0,388.0,388.0,388.0,388.0,1,0,0,
2026-09-04T11,152,0,234.0,234.0,234.0,234.0,1,0,0,
2026-09-04T11,153,0,105.0,105.0,105.0,105.0,1,0,0,
2026-09-04T11,154,0,78.5,78.5,78.5,78.5,1,0,0,
2026-09-04T11,155,0,132.0,132.0,132.0,132.0,1,0,0,
2026-09-04T12,1,0,0.26,0.26,0.25,0.258,50,27492662,7214392,516794864
2026-09-04T12,2,0,0.366,0.366,0.358,0.365,50,18546312,8065175,30180122
2026-09-04T12,3,0,1.98,2.5,1.98,2.15,50,162846,389853,24065
2026-09-04T12,4,0,2.4,2.55,2.4,2.5,49,60232,150187,146874
2026-09-04T12,5,0,2.65,3.1,2.6,3.0,48,224072,672968,991802
2026-09-04T12,6,0,0.7,0.7,0.66,0.665,48,111065,77516,4536971
2026-09-04T12,7,0,39.75,39.75,39.5,39.75,48,36849,1596353,92354
2026-09-04T12,8,0,11.2,11.3,10.9,11.0,49,21798,246137,1197885
2026-09-04T12,9,0,1.2,1.22,1.18,1.19,48,43196,52693,1043447
2026-09-04T12,10,0,28.5,29.0,28.25,29.0,50,168251,5073348,627920
2026-09-04T12,11,0,41.5,41.5,41.25,41.25,49,0,0,691560
2026-09-04T12,12,0,40.75,40.75,40.25,40.25,48,25195,1031614,1615930
2026-09-04T12,13,0,0.362,0.366,0.36,0.36,49,55998195,26231391,121099099
2026-09-04T12,14,0,10.5,11.1,10.5,11.1,49,35965,402212,2089932
2026-09-04T12,15,0,10.3,10.4,10.2,10.2,49,0,0,522994
2026-09-04T12,16,0,8.5,8.5,8.3,8.4,49,76029,668947,620513
2026-09-04T12,17,0,14.4,14.4,14.3,14.3,49,373689,5516943,2890626
2026-09-04T12,18,0,20.5,21.0,20.0,20.0,49,12446,259520,400434
2026-09-04T12,19,0,11.2,11.2,11.1,11.1,50,45782,540220,153634
2026-09-04T12,20,0,108.0,110.0,108.0,109.0,50,16899,1925545,23912
2026-09-04T12,21,0,57.5,58.5,57.5,58.5,49,101418,6026690,474433
2026-09-04T12,22,0,87.5,89.0,87.0,88.0,49,80009,7186210,204010
2026-09-04T12,23,0,128.0,129.0,128.0,129.0,48,14580,1909213,109023
2026-09-04T12,24,0,615.0,615.0,600.0,610.0,49,24,15200,6514
2026-09-04T12,25,0,750.0,750.0,740.0,750.0,49,6201,4900480,20307
2026-09-04T12,26,0,1200.0,1200.0,1190.0,1190.0,49,815,998620,6437
2026-09-04T12,27,0,560.0,560.0,560.0,560.0,48,0,0,5166
2026-09-04T12,28,0,940.0,945.0,940.0,940.0,49,0,0,3743
2026-09-04T12,29,0,101.0,105.0,101.0,103.0,48,110,11330,249403
2026-09-04T12,30,0,151.0,153.0,149.0,153.0,48,0,0,120120
2026-09-04T12,31,0,200.0,200.0,200.0,200.0,49,1021,204200,564674
2026-09-04T12,32,0,218.0,218.0,214.0,216.0,48,0,0,130666
2026-09-04T12,33,0,107.0,108.0,105.0,108.0,48,690,74520,106707
2026-09-04T12,34,0,89.0,89.5,89.0,89.5,48,270,24165,109272
2026-09-04T12,35,0,82.5,83.5,82.0,82.5,48,0,0,351329
2026-09-04T12,40,0,1.51,1.56,1.49,1.55,49,36155,55179,432109
2026-09-04T12,41,0,4.85,4.85,4.75,4.8,49,57888,304250,1394188
2026-09-04T12,42,0,5.1,5.1,4.9,4.95,49,41000,216296,874238
2026-09-04T12,43,0,11.4,11.7,11.2,11.5,49,52703,617260,851408
2026-09-04T12,44,0,1.25,1.25,1.24,1.25,49,481256,621570,6374444
2026-09-04T12,45,0,15.1,15.7,15.1,15.3,49,54952,846502,98909
