heure,kind,quality,ouverture,haut,bas,cloture,n_releves,volume,valeur,profondeur_5pct
2026-09-03T23,62,0,22.25,22.25,22.25,22.25,1,0,0,
2026-09-03T23,63,0,33.25,33.25,33.25,33.25,1,0,0,
2026-09-03T23,64,0,46.5,46.5,46.5,46.5,1,0,0,
2026-09-03T23,65,0,13.2,13.2,13.2,13.2,1,0,0,
2026-09-03T23,66,0,0.283,0.283,0.283,0.283,1,0,0,
2026-09-03T23,67,0,11.8,11.8,11.8,11.8,1,0,0,
2026-09-03T23,68,0,30.25,30.25,30.25,30.25,1,0,0,
2026-09-03T23,69,0,6425.0,6425.0,6425.0,6425.0,1,0,0,
2026-09-03T23,70,0,810.0,810.0,810.0,810.0,1,0,0,
2026-09-03T23,71,0,1520.0,1520.0,1520.0,1520.0,1,0,0,
2026-09-03T23,72,0,1.61,1.61,1.61,1.61,1,0,0,
2026-09-03T23,73,0,26.0,26.0,26.0,26.0,1,0,0,
2026-09-03T23,74,0,19.9,19.9,19.9,19.9,1,0,0,
2026-09-03T23,75,0,6.1,6.1,6.1,6.1,1,0,0,
2026-09-03T23,76,0,58.0,58.0,58.0,58.0,1,0,0,
2026-09-03T23,77,0,2660.0,2660.0,2660.0,2660.0,1,0,0,
2026-09-03T23,78,0,1850.0,1850.0,1850.0,1850.0,1,0,0,
2026-09-03T23,79,0,880.0,880.0,880.0,880.0,1,0,0,
2026-09-03T23,80,0,4450.0,4450.0,4450.0,4450.0,1,0,0,
