heure,kind,quality,prix,vendu,disparu,n_evt
2026-09-04T12,56,0,4420.0,2,,1
2026-09-04T13,56,3,4430.0,21,,1
2026-09-04T14,56,3,4430.0,8,,1
2026-09-04T15,56,3,4430.0,37,,2
2026-09-04T15,56,5,4440.0,460,,3
2026-09-04T16,56,2,4400.0,6,,1
2026-09-04T16,56,5,4440.0,78,,2
2026-09-04T17,56,0,4410.0,255,,2
2026-09-04T17,56,2,4400.0,5,,1
2026-09-04T18,56,0,4410.0,5,,1
2026-09-04T18,56,3,4420.0,24,,1
2026-09-04T18,56,5,4440.0,600,,1
2026-09-04T21,56,4,4440.0,57,,1
2026-09-04T21,56,5,4460.0,772,,2
2026-09-04T23,56,5,4460.0,90,0,1
2026-09-05T00,56,0,4370.0,2,6,2
2026-09-05T00,56,1,4380.0,4,0,1
2026-09-05T00,56,4,4440.0,10,0,1
2026-09-05T01,56,0,4410.0,0,79,1
2026-09-05T01,56,2,4390.0,0,60,1
2026-09-05T01,56,2,4400.0,0,9,1
2026-09-05T01,56,3,4420.0,52,0,3
2026-09-05T02,56,0,4410.0,49,6,3
2026-09-05T02,56,3,4420.0,67,0,3
2026-09-05T03,56,3,4420.0,50,0,2
2026-09-05T03,56,5,4460.0,10,0,1
2026-09-05T04,56,0,4390.0,0,49,1
2026-09-05T04,56,2,4400.0,51,0,1
2026-09-05T04,56,3,4420.0,0,65,1
2026-09-05T04,56,3,4430.0,70,0,1
2026-09-05T04,56,5,4460.0,7,0,1
