ts,kind,quality,best,qty_best,n_orders,total_qty,qty_within_5pct,median_age_h
2026-09-04T19:21:31Z,76,4,61.5,4660,18,314139,110632,10.138
2026-09-04T19:21:31Z,76,5,65.5,36864,6,179355,179355,9.634
2026-09-04T19:21:31Z,76,6,67.5,109310,5,729840,729840,175.364
2026-09-04T19:21:31Z,76,7,67.0,1,8,137936,137936,134.187
2026-09-04T19:21:31Z,76,8,74.0,15001,2,15001,15001,26.554
2026-09-04T19:21:31Z,76,9,90.5,2000,5,174666,174666,3.544
2026-09-04T19:21:31Z,76,10,99.5,1000,2,21000,21000,78.589
2026-09-04T19:21:31Z,76,11,111.0,5000,1,5000,5000,4.705
2026-09-04T19:21:31Z,76,12,111.0,299,2,2799,2799,110.892
2026-09-04T19:21:36Z,77,0,2570.0,2,22,3555,2307,11.241
2026-09-04T19:21:36Z,77,1,2740.0,19,9,933,933,19.411
2026-09-04T19:21:36Z,77,2,2850.0,264,2,481,481,94.313
2026-09-04T19:21:36Z,77,3,2810.0,10,3,2420,279,16.392
2026-09-04T19:21:36Z,77,4,2820.0,56,5,4512,4512,31.619
2026-09-04T19:21:36Z,77,5,2830.0,233,9,7513,7513,35.276
2026-09-04T19:21:36Z,77,6,2980.0,500,2,502,502,0.177
2026-09-04T19:21:36Z,77,7,3080.0,44,4,6044,4044,48.396
2026-09-04T19:21:36Z,77,8,3000.0,3027,5,11959,8077,40.568
2026-09-04T19:21:36Z,77,9,3490.0,10,2,5565,5565,67.139
2026-09-04T19:21:36Z,77,10,3660.0,8,2,508,508,59.988
2026-09-04T19:21:36Z,77,11,3800.0,5,2,7,5,56.688
2026-09-04T19:21:36Z,77,12,5250.0,99,1,99,99,34.906
2026-09-04T19:21:42Z,78,0,1860.0,727,23,7129,2908,58.488
2026-09-04T19:21:42Z,78,1,1950.0,74,15,3317,539,75.519
2026-09-04T19:21:42Z,78,2,2090.0,363,11,2186,2106,63.149
2026-09-04T19:21:42Z,78,3,2120.0,82,7,5568,5215,61.269
2026-09-04T19:21:42Z,78,4,2140.0,1894,5,5143,5143,61.396
2026-09-04T19:21:42Z,78,5,2380.0,524,4,2567,2567,38.573
2026-09-04T19:21:42Z,78,6,2400.0,501,3,721,721,44.867
2026-09-04T19:21:42Z,78,7,2360.0,1,16,2470,2070,47.359
2026-09-04T19:21:42Z,78,8,2450.0,70,15,1290,1240,78.029
2026-09-04T19:21:42Z,78,9,2550.0,1,20,1936,936,76.511
2026-09-04T19:21:42Z,78,10,2640.0,1,11,1013,563,126.588
2026-09-04T19:21:42Z,78,11,2690.0,1,5,702,502,106.663
2026-09-04T19:21:52Z,79,0,890.0,49,3,74,73,15.961
2026-09-04T19:21:52Z,79,1,885.0,109,3,1497,1497,2.184
2026-09-04T19:21:52Z,79,2,885.0,5000,4,10389,5387,2.027
2026-09-04T19:21:52Z,79,3,890.0,3964,11,11893,11893,20.958
2026-09-04T19:21:52Z,79,4,905.0,1000,7,12377,12377,112.346
2026-09-04T19:21:52Z,79,5,915.0,424,5,8221,8221,112.57
2026-09-04T19:21:52Z,79,6,925.0,3294,7,12925,11691,16.31
2026-09-04T19:21:52Z,79,7,940.0,4488,9,22872,21872,119.821
2026-09-04T19:21:52Z,79,8,950.0,2000,9,34436,28815,119.653
2026-09-04T19:21:52Z,79,9,1020.0,10000,6,24921,21838,98.467
2026-09-04T19:21:52Z,79,10,1030.0,1000,9,8100,4100,108.673
2026-09-04T19:21:52Z,79,11,1200.0,25,6,2075,1075,48.661
2026-09-04T19:21:52Z,79,12,1490.0,25,2,125,125,81.337
2026-09-04T19:21:57Z,80,0,4480.0,7,5,101,101,109.458
2026-09-04T19:21:57Z,80,1,4960.0,35,1,35,35,3.343
2026-09-04T19:21:57Z,80,2,4950.0,205,4,574,574,3.014
2026-09-04T19:21:57Z,80,3,5000.0,53,3,193,193,7.145
2026-09-04T19:21:57Z,80,4,4990.0,55,3,622,622,5.087
2026-09-04T19:21:57Z,80,5,5000.0,44,9,2304,2304,116.288
2026-09-04T19:21:57Z,80,6,5550.0,213,6,2898,466,122.165
2026-09-04T19:21:57Z,80,7,5600.0,250,5,1888,350,113.86
2026-09-04T19:21:57Z,80,8,6400.0,148,1,148,148,159.888
2026-09-04T19:21:57Z,80,9,8375.0,84,3,188,188,34.838
2026-09-04T19:21:57Z,80,10,8500.0,81,1,81,81,27.968
2026-09-04T19:22:02Z,81,0,5175.0,36,3,225,225,12.749
2026-09-04T19:22:02Z,81,1,5250.0,68,2,224,224,83.582
2026-09-04T19:22:02Z,81,2,5250.0,479,8,1453,1229,94.148
2026-09-04T19:22:02Z,81,3,5325.0,13,7,1053,671,9.642
2026-09-04T19:22:02Z,81,4,5425.0,9,6,2269,1506,78.686
2026-09-04T19:22:02Z,81,5,5775.0,636,4,2620,2620,36.441
2026-09-04T19:22:02Z,81,6,5825.0,999,4,1134,1034,80.934
2026-09-04T19:22:02Z,81,7,5975.0,1,8,1753,1753,111.803
2026-09-04T19:22:02Z,81,8,6225.0,978,5,2439,2439,118.976
2026-09-04T19:22:02Z,81,9,6450.0,1000,1,1000,1000,119.731
2026-09-04T19:22:02Z,81,10,6600.0,900,1,900,900,119.726
2026-09-04T19:22:02Z,81,11,6800.0,998,3,1000,998,25.771
2026-09-04T19:22:07Z,82,0,1510.0,21,2,365,365,35.65
2026-09-04T19:22:07Z,82,1,1530.0,481,2,848,848,33.902
2026-09-04T19:22:07Z,82,2,1500.0,7,11,8507,6228,55.374
2026-09-04T19:22:07Z,82,3,1560.0,505,12,4175,3447,71.224
2026-09-04T19:22:07Z,82,4,1640.0,2000,11,6824,6824,88.678
2026-09-04T19:22:07Z,82,5,1700.0,1188,10,14108,13587,99.326
2026-09-04T19:22:07Z,82,6,1820.0,3255,1,3255,3255,116.705
2026-09-04T19:22:07Z,82,7,1900.0,16,5,3988,3988,143.655
2026-09-04T19:22:07Z,82,8,2000.0,250,1,250,250,12.3
2026-09-04T19:22:07Z,82,9,2050.0,250,2,1250,1250,143.745
2026-09-04T19:22:07Z,82,10,2300.0,250,1,250,250,180.281
2026-09-04T19:22:12Z,83,0,30.5,1982,19,184954,65538,21.897
2026-09-04T19:22:12Z,83,1,34.0,2932,3,38765,22932,89.47
2026-09-04T19:22:12Z,83,2,34.25,922,12,91783,88938,129.633
2026-09-04T19:22:12Z,83,3,34.25,6962,6,100348,90748,69.237
2026-09-04T19:22:12Z,83,4,35.5,25000,8,114685,114685,141.264
2026-09-04T19:22:12Z,83,5,36.75,52838,4,82838,77838,124.166
2026-09-04T19:22:12Z,83,6,45.0,5000,1,5000,5000,139.569
2026-09-04T19:22:12Z,83,7,37.0,40000,2,41169,40000,113.562
2026-09-04T19:22:12Z,83,8,41.0,11348,2,20552,20552,93.809
2026-09-04T19:22:12Z,83,9,41.0,11701,3,71701,71701,62.103
2026-09-04T19:22:12Z,83,11,45.0,34899,1,34899,34899,11.552
2026-09-04T19:22:22Z,84,0,8875.0,16,12,562,311,40.791
2026-09-04T19:22:22Z,84,1,9050.0,5,15,1103,676,9.637
2026-09-04T19:22:22Z,84,2,9900.0,6,5,470,470,23.736
2026-09-04T19:22:22Z,84,3,9900.0,12,6,547,547,2.613
2026-09-04T19:22:22Z,84,4,10100.0,382,4,6640,6640,45.57
2026-09-04T19:22:22Z,84,5,10500.0,170,1,170,170,78.035
2026-09-04T19:22:22Z,84,6,10500.0,290,6,1213,813,54.604
2026-09-04T19:22:22Z,84,7,11100.0,33,3,233,233,79.868
2026-09-04T19:22:22Z,84,8,12300.0,183,1,183,183,48.494
2026-09-04T19:22:22Z,84,9,12500.0,910,1,910,910,66.633
2026-09-04T19:22:22Z,84,10,17000.0,25,1,25,25,34.901
2026-09-04T19:22:27Z,85,0,7400.0,1,4,101,94,4.129
2026-09-04T19:22:27Z,85,1,7750.0,10,8,245,245,76.618
2026-09-04T19:22:27Z,85,2,7975.0,10,9,759,755,27.587
2026-09-04T19:22:27Z,85,3,8125.0,1,6,1896,1896,98.334
2026-09-04T19:22:27Z,85,4,9075.0,5,14,2031,1291,62.127
2026-09-04T19:22:27Z,85,5,9700.0,485,2,506,506,49.692
2026-09-04T19:22:27Z,85,6,9800.0,47,5,1555,1555,24.325
2026-09-04T19:22:27Z,85,7,11200.0,2,1,2,2,123.952
2026-09-04T19:22:27Z,85,8,12000.0,1,2,2,2,22.817
2026-09-04T19:22:27Z,85,9,14000.0,1,1,1,1,26.869
2026-09-04T19:22:27Z,85,10,16000.0,9,1,9,9,34.853
2026-09-04T19:22:32Z,86,0,10200.0,1,8,222,222,53.195
2026-09-04T19:22:32Z,86,1,10600.0,4,1,4,4,43.192
2026-09-04T19:22:32Z,86,2,10600.0,256,7,374,374,39.384
2026-09-04T19:22:32Z,86,3,10600.0,292,5,1260,1260,91.693
2026-09-04T19:22:32Z,86,4,10700.0,20,5,399,330,21.353
2026-09-04T19:22:32Z,86,5,10900.0,120,9,1621,1541,129.766
2026-09-04T19:22:32Z,86,6,11200.0,250,3,534,534,46.061
2026-09-04T19:22:32Z,86,7,12300.0,396,1,396,396,65.358
2026-09-04T19:22:32Z,86,8,13400.0,120,8,830,620,32.139
2026-09-04T19:22:32Z,86,9,12000.0,10,11,199,40,76.11
2026-09-04T19:22:32Z,86,10,19800.0,9,1,9,9,86.546
2026-09-04T19:22:37Z,87,0,515.0,10,1,10,10,2.108
2026-09-04T19:22:37Z,87,1,515.0,20,3,1775,20,113.532
2026-09-04T19:22:37Z,87,2,520.0,71,9,5593,1406,108.688
2026-09-04T19:22:37Z,87,3,625.0,20,3,65,65,30.897
2026-09-04T19:22:37Z,87,4,640.0,294,5,2026,2026,49.669
2026-09-04T19:22:37Z,87,5,630.0,160,10,15971,12159,54.546
2026-09-04T19:22:37Z,87,6,665.0,1377,1,1377,1377,71.991
2026-09-04T19:22:37Z,87,7,655.0,725,1,725,725,53.64
2026-09-04T19:22:37Z,87,9,900.0,50,3,109,50,83.794
2026-09-04T19:22:42Z,88,0,10500.0,73,25,953,229,11.189
2026-09-04T19:22:42Z,88,1,11400.0,100,1,100,100,62.002
2026-09-04T19:22:42Z,88,2,11300.0,98,3,210,210,11.204
2026-09-04T19:22:42Z,88,3,11400.0,84,5,288,288,24.481
2026-09-04T19:22:42Z,88,4,11600.0,20,2,242,242,64.178
2026-09-04T19:22:42Z,88,5,11700.0,300,4,864,864,27.752
2026-09-04T19:22:42Z,88,6,13200.0,176,2,196,196,71.406
2026-09-04T19:22:42Z,88,7,13400.0,100,1,100,100,75.497
2026-09-04T19:22:42Z,88,9,13900.0,13,1,13,13,11.906
2026-09-04T19:22:42Z,88,10,14400.0,200,3,354,354,9.733
2026-09-04T19:22:47Z,89,0,4410.0,59,8,567,223,161.483
2026-09-04T19:22:47Z,89,1,4420.0,41,6,1219,402,131.87
2026-09-04T19:22:47Z,89,2,4450.0,1,10,1181,1181,133.768
2026-09-04T19:22:47Z,89,3,4680.0,24,11,1067,991,4.772
2026-09-04T19:22:47Z,89,4,4750.0,181,10,3716,2795,107.987
2026-09-04T19:22:47Z,89,5,5325.0,297,4,3411,3411,25.729
2026-09-04T19:22:47Z,89,6,5575.0,160,1,160,160,179.762
2026-09-04T19:22:47Z,89,7,5525.0,285,5,2202,2202,95.558
2026-09-04T19:22:47Z,89,8,5650.0,2,2,202,202,74.838
2026-09-04T19:22:47Z,89,9,5800.0,2,3,47,22,18.803
2026-09-04T19:22:47Z,89,10,5950.0,300,5,751,352,18.801
2026-09-04T19:22:57Z,98,0,865.0,772,3,1862,862,45.232
2026-09-04T19:22:57Z,98,2,875.0,1587,2,8217,8217,25.67
2026-09-04T19:22:57Z,98,3,865.0,548,13,5172,5170,38.05
2026-09-04T19:22:57Z,98,4,885.0,913,6,4017,4017,39.203
2026-09-04T19:22:57Z,98,5,910.0,9200,4,12135,12135,4.975
2026-09-04T19:22:57Z,98,6,945.0,5000,4,5060,5060,10.416
2026-09-04T19:22:57Z,98,7,945.0,4500,2,9500,9500,129.702
2026-09-04T19:22:57Z,98,8,965.0,5000,1,5000,5000,60.005
2026-09-04T19:23:02Z,100,0,111.0,806827,24,2798451,1221187,65.224
2026-09-04T19:23:10Z,101,0,199.0,51,38,61640,41127,65.835
2026-09-04T19:23:10Z,101,1,200.0,25827,15,89285,57945,106.893
2026-09-04T19:23:10Z,101,2,200.0,8000,5,68419,68409,145.936
2026-09-04T19:23:10Z,101,3,200.0,79364,19,131890,128802,77.058
2026-09-04T19:23:10Z,101,4,200.0,39179,3,39185,39179,0.714
2026-09-04T19:23:10Z,101,5,202.0,202,4,10230,10230,151.592
2026-09-04T19:23:15Z,102,0,2.65,246500,25,1593155,1192403,89.531
2026-09-04T19:23:15Z,102,1,2.8,142925,10,494743,440352,97.341
2026-09-04T19:23:15Z,102,2,2.75,423171,8,1230771,1230526,87.074
2026-09-04T19:23:15Z,102,3,2.75,138777,19,3124287,2075258,54.361
2026-09-04T19:23:15Z,102,4,2.85,630964,9,5464486,2003647,27.904
2026-09-04T19:23:15Z,102,5,2.9,242761,3,5481434,5481434,74.089
2026-09-04T19:23:15Z,102,6,3.15,327961,2,968728,968728,15.137
2026-09-04T19:23:15Z,102,7,3.25,100000,1,100000,100000,3.281
2026-09-04T19:23:15Z,102,8,3.3,96895,1,96895,96895,12.638
2026-09-04T19:23:15Z,102,10,3.5,3000000,1,3000000,3000000,79.194
2026-09-04T19:23:15Z,102,11,3.45,250000,5,950000,599755,38.164
2026-09-04T19:23:20Z,103,0,6.7,49061,18,404384,250445,7.01
2026-09-04T19:23:20Z,103,1,6.9,305,3,150992,150992,0.379
2026-09-04T19:23:20Z,103,2,7.1,39289,3,41289,39289,7.562
2026-09-04T19:23:20Z,103,3,7.1,425000,5,2227595,1736394,3.765
2026-09-04T19:23:20Z,103,4,7.4,50000,3,539766,539766,4.585
2026-09-04T19:23:20Z,103,5,7.7,370847,2,970847,970847,15.458
2026-09-04T19:23:20Z,103,6,7.8,211731,1,211731,211731,53.663
2026-09-04T19:23:20Z,103,8,8.7,66171,1,66171,66171,22.554
2026-09-04T19:23:20Z,103,9,8.7,324273,4,510381,487289,33.5
2026-09-04T19:23:20Z,103,10,8.0,1943019,1,1943019,1943019,16.979
2026-09-04T19:23:20Z,103,11,9.9,10502,3,48069,48069,6.726
2026-09-04T19:23:30Z,104,0,1.0,424725,10,905654,878851,56.635
2026-09-04T19:23:30Z,104,1,1.08,310878,4,2578241,2578241,6.047
2026-09-04T19:23:30Z,104,3,1.11,1265566,5,1399836,1265566,87.125
2026-09-04T19:23:30Z,104,4,1.15,882281,2,1077836,882281,14.672
2026-09-04T19:23:30Z,104,5,1.48,1000649,2,1000649,1000649,90.953
2026-09-04T19:23:30Z,104,9,1.5,100000,1,100000,100000,161.35
2026-09-04T19:23:36Z,105,0,1.51,20459,19,1822007,958338,8.281
2026-09-04T19:23:36Z,105,1,1.53,45882,2,151731,45882,75.463
2026-09-04T19:23:36Z,105,2,1.6,318144,8,3109734,796807,129.923
2026-09-04T19:23:36Z,105,3,1.78,1500001,6,3171945,3171945,79.835
2026-09-04T19:23:36Z,105,4,1.79,100,3,710432,367960,8.409
2026-09-04T19:23:36Z,105,5,1.78,315050,4,2916806,2896806,70.967
2026-09-04T19:23:36Z,105,6,1.88,29999,2,54549,54549,140.677
2026-09-04T19:23:36Z,105,7,2.65,3999,1,3999,3999,71.355
2026-09-04T19:23:36Z,105,10,3.3,526000,1,526000,526000,33.979
2026-09-04T19:23:41Z,106,0,4.4,530,37,402382,60922,23.875
2026-09-04T19:23:41Z,106,1,4.65,1717,5,2558813,505621,38.467
2026-09-04T19:23:41Z,106,2,4.8,229609,6,624723,624723,11.736
2026-09-04T19:23:41Z,106,3,4.9,357621,5,613359,613359,15.368
2026-09-04T19:23:41Z,106,4,5.6,89884,3,101602,101602,0.857
2026-09-04T19:23:41Z,106,5,5.7,41849,2,2520247,2520247,99.103
2026-09-04T19:23:41Z,106,6,5.8,2995,1,2995,2995,99.808
2026-09-04T19:23:46Z,107,0,19.8,42208,17,177820,50742,21.403
2026-09-04T19:23:46Z,107,1,19.9,2283,15,69269,12238,82.625
2026-09-04T19:23:46Z,107,2,19.9,1745,10,179573,1745,41.442
2026-09-04T19:23:46Z,107,3,19.9,529,12,1488854,71089,62.782
2026-09-04T19:23:46Z,107,4,20.75,13000,9,432823,16017,51.576
2026-09-04T19:23:46Z,107,5,40.0,3306,1,3306,3306,97.182
2026-09-04T19:23:46Z,107,6,21.0,98651,4,227857,98651,97.697
2026-09-04T19:23:51Z,108,0,10.1,55028,20,187725,161338,58.889
2026-09-04T19:23:51Z,108,1,10.1,20094,12,455392,245123,63.232
2026-09-04T19:23:51Z,108,2,10.1,322711,10,583932,568460,25.764
2026-09-04T19:23:51Z,108,3,10.2,117118,5,535666,535666,25.977
2026-09-04T19:23:51Z,108,4,10.2,33039,9,707822,634346,57.011
2026-09-04T19:23:51Z,108,5,11.0,10000,1,10000,10000,3.652
2026-09-04T19:23:56Z,109,0,108.0,1597,4,10651,10651,4.846
2026-09-04T19:23:56Z,109,1,109.0,3210,5,86444,27363,2.057
2026-09-04T19:23:56Z,109,2,110.0,6969,3,20937,20937,2.435
2026-09-04T19:23:56Z,109,3,110.0,11324,7,193037,193031,120.268
2026-09-04T19:23:56Z,109,4,113.0,33612,4,61149,42609,145.574
2026-09-04T19:23:56Z,109,5,119.0,5722,3,9722,9722,58.028
2026-09-04T19:23:56Z,109,6,120.0,10,1,10,10,14.981
2026-09-04T19:24:09Z,110,0,197.0,247,12,23325,3126,13.958
2026-09-04T19:24:09Z,110,1,198.0,2049,4,15049,15049,1.554
2026-09-04T19:24:09Z,110,2,199.0,6224,5,23835,23835,2.308
2026-09-04T19:24:09Z,110,3,199.0,5980,3,67048,5980,1.874
2026-09-04T19:24:09Z,110,4,199.0,7325,2,33679,33679,8.666
2026-09-04T19:24:09Z,110,5,202.0,20000,5,150000,50000,104.725
2026-09-04T19:24:14Z,111,0,2580.0,6354,167,164126,151714,0.914
2026-09-04T19:24:19Z,112,0,2210.0,75,7,521,521,74.173
2026-09-04T19:24:19Z,112,1,2220.0,350,4,1966,1966,10.864
2026-09-04T19:24:19Z,112,2,2220.0,381,1,381,381,23.99
2026-09-04T19:24:19Z,112,3,2220.0,622,8,6924,6923,143.346
2026-09-04T19:24:19Z,112,4,2460.0,300,1,300,300,144.336
2026-09-04T19:24:24Z,113,0,113.0,1324,52,774156,25615,1.786
2026-09-04T19:24:30Z,114,0,650.0,444,40,175077,4805,39.161
2026-09-04T19:24:30Z,114,1,905.0,285,8,5052,4939,21.896
2026-09-04T19:24:30Z,114,2,930.0,814,4,3184,3037,64.127
2026-09-04T19:24:30Z,114,3,925.0,139,14,5943,5067,99.805
2026-09-04T19:24:30Z,114,4,925.0,1247,15,18147,12514,27.461
2026-09-04T19:24:30Z,114,5,935.0,365,10,5020,5020,25.471
2026-09-04T19:24:30Z,114,6,980.0,200,4,5962,5887,28.409
2026-09-04T19:24:30Z,114,7,1060.0,100,9,3482,2243,58.688
2026-09-04T19:24:30Z,114,8,1530.0,400,1,400,400,69.399
2026-09-04T19:24:30Z,114,9,1840.0,191,3,292,292,21.116
2026-09-04T19:24:30Z,114,10,2490.0,557,2,582,582,15.761
2026-09-04T19:24:40Z,115,0,127.0,453,136,90313,58524,3.703
2026-09-04T19:24:40Z,115,1,128.0,425,27,92196,4477,19.249
2026-09-04T19:24:40Z,115,2,133.0,428,21,73936,32533,4.713
2026-09-04T19:24:40Z,115,3,143.0,18803,11,70010,68148,76.523
2026-09-04T19:24:40Z,115,4,148.0,3466,9,46357,40357,98.162
2026-09-04T19:24:40Z,115,5,152.0,2171,9,123106,121631,71.035
2026-09-04T19:24:40Z,115,6,156.0,13507,5,88297,88297,103.878
2026-09-04T19:24:45Z,116,0,38.25,126,95,239236,122901,22.474
2026-09-04T19:24:45Z,116,1,40.5,4220,14,77803,16504,32.441
2026-09-04T19:24:45Z,116,2,41.75,5893,19,123699,31371,80.045
2026-09-04T19:24:45Z,116,3,46.25,2907,6,118204,114138,33.877
2026-09-04T19:24:45Z,116,4,44.0,1000,7,38244,3000,39.953
2026-09-04T19:24:45Z,116,5,55.5,79681,2,79781,79781,79.018
2026-09-04T19:24:45Z,116,6,59.5,99,3,939,519,94.029
2026-09-04T19:24:50Z,117,0,6.8,4608,127,939758,48859,6.085
2026-09-04T19:24:50Z,117,1,7.3,6338,29,627435,166279,23.798
2026-09-04T19:24:50Z,117,2,7.5,3097,32,1350792,97581,6.468
2026-09-04T19:24:50Z,117,3,8.8,5884,23,665313,294101,14.099
2026-09-04T19:24:50Z,117,4,10.2,175475,8,1592010,307189,3.434
2026-09-04T19:24:50Z,117,5,11.6,51238,3,190026,190026,12.627
2026-09-04T19:24:50Z,117,6,12.0,30000,2,694173,30000,24.182
2026-09-04T19:24:50Z,117,7,12.8,67750,4,650138,650138,42.341
2026-09-04T19:24:50Z,117,8,12.8,351362,5,1641137,393294,35.469
2026-09-04T19:24:50Z,117,9,14.7,98598,3,284124,284124,84.055
2026-09-04T19:24:50Z,117,10,14.9,100000,7,531983,100000,82.704
2026-09-04T19:24:50Z,117,11,15.9,999,6,39498,6998,45.812
2026-09-04T19:24:50Z,117,12,18.7,14889,2,56349,56349,67.508
2026-09-04T19:24:55Z,118,0,0.82,240,62,2681133,618856,17.143
2026-09-04T19:24:55Z,118,1,0.96,93040,17,1424234,1074234,105.24
2026-09-04T19:24:55Z,118,2,0.965,362201,20,1353194,1019518,59.733
2026-09-04T19:24:55Z,118,3,0.995,212491,11,2186426,594261,60.608
2026-09-04T19:24:55Z,118,4,1.13,41892064,6,42480931,42355064,86.026
2026-09-04T19:24:55Z,118,5,1.2,46551,6,2527194,1046551,33.486
2026-09-04T19:24:55Z,118,6,1.38,300000,4,1921669,300000,36.4
2026-09-04T19:24:55Z,118,8,1.86,10,1,10,10,6.288
2026-09-04T19:25:00Z,119,0,33.5,4273,16,34928,9547,107.513
2026-09-04T19:25:00Z,119,1,34.0,43424,9,251143,46234,106.291
2026-09-04T19:25:00Z,119,2,35.0,10000,21,172714,47526,108.035
2026-09-04T19:25:00Z,119,3,40.0,1951,16,94449,54642,31.178
2026-09-04T19:25:00Z,119,4,41.75,40000,11,255247,86410,14.754
2026-09-04T19:25:00Z,119,5,48.75,20,13,158335,80559,13.389
2026-09-04T19:25:00Z,119,6,49.75,24490,11,264832,26490,95.311
2026-09-04T19:25:00Z,119,7,55.5,6613,15,327860,8114,46.138
2026-09-04T19:25:00Z,119,8,70.5,1805,2,99249,99249,82.136
2026-09-04T19:25:00Z,119,10,71.0,13284,1,13284,13284,0.118
2026-09-04T19:25:00Z,119,11,71.5,5000,2,19000,19000,85.859
2026-09-04T19:25:00Z,119,12,73.5,100,6,436808,76075,71.355
2026-09-04T19:25:14Z,120,0,2.7,1927,58,1978717,67587,24.046
2026-09-04T19:25:14Z,120,1,3.25,1806,3,25413,25413,0.198
2026-09-04T19:25:14Z,120,2,3.3,53347,6,116123,83092,2.301
2026-09-04T19:25:14Z,120,3,3.3,24567,3,54546,51905,2.949
2026-09-04T19:25:14Z,120,4,3.35,118230,4,187446,132326,78.23
2026-09-04T19:25:14Z,120,5,3.5,655467,3,1398629,1398629,147.221
2026-09-04T19:25:14Z,120,6,3.6,46078,4,1776660,1776660,146.454
2026-09-04T19:25:14Z,120,7,3.75,495590,5,1990490,695590,37.871
2026-09-04T19:25:14Z,120,9,6.0,500000,2,505000,500000,35.858
2026-09-04T19:25:14Z,120,10,5.9,75000,2,125200,75000,12.776
2026-09-04T19:25:14Z,120,11,5.5,997400,3,1733294,997400,69.645
2026-09-04T19:25:19Z,121,0,150.0,396,20,19175,3239,109.218
2026-09-04T19:25:19Z,121,1,159.0,303,9,27800,12510,56.234
2026-09-04T19:25:19Z,121,2,177.0,1000,17,22909,8173,70.782
2026-09-04T19:25:19Z,121,3,177.0,187,25,160034,3195,79.211
2026-09-04T19:25:19Z,121,4,222.0,1967,7,31708,24848,63.28
2026-09-04T19:25:19Z,121,5,224.0,1976,6,36717,7772,19.07
2026-09-04T19:25:19Z,121,6,230.0,2880,6,39763,8823,26.739
2026-09-04T19:25:19Z,121,7,240.0,10185,6,108506,108506,19.013
2026-09-04T19:25:19Z,121,9,270.0,2768,1,2768,2768,35.083
2026-09-04T19:25:19Z,121,10,284.0,3786,1,3786,3786,18.352
2026-09-04T19:25:19Z,121,12,286.0,3391,3,14169,14169,15.6
2026-09-04T19:25:25Z,122,0,128.0,841,21,32998,32711,32.016
2026-09-04T19:25:25Z,122,1,131.0,103,5,970,945,2.361
2026-09-04T19:25:25Z,122,2,129.0,643,13,32333,11283,10.257
2026-09-04T19:25:25Z,122,3,133.0,5849,12,47042,42741,72.537
2026-09-04T19:25:25Z,122,4,137.0,31502,7,94648,89897,49.347
2026-09-04T19:25:25Z,122,5,143.0,4000,6,29769,29769,118.099
2026-09-04T19:25:25Z,122,6,153.0,3520,1,3520,3520,81.403
2026-09-04T19:25:25Z,122,7,157.0,3892,1,3892,3892,29.097
2026-09-04T19:25:25Z,122,8,153.0,501,8,68089,34588,23.794
2026-09-04T19:25:25Z,122,9,190.0,19954,2,19971,19954,24.284
2026-09-04T19:25:25Z,122,10,195.0,34,7,12446,2196,25.968
2026-09-04T19:25:25Z,122,11,218.0,1500,2,2700,2700,32.276
2026-09-04T19:25:25Z,122,12,222.0,200,3,1414,1414,12.716
2026-09-04T19:25:30Z,123,0,290.0,23,9,7991,7988,7.265
2026-09-04T19:25:30Z,123,1,302.0,2,4,716,716,13.061
2026-09-04T19:25:30Z,123,2,294.0,81,8,6674,5704,9.242
2026-09-04T19:25:30Z,123,3,298.0,406,9,5832,3223,12.353
2026-09-04T19:25:30Z,123,4,304.0,1103,7,17870,17870,78.593
2026-09-04T19:25:30Z,123,5,304.0,284,7,30892,510,113.551
2026-09-04T19:25:30Z,123,6,322.0,15000,8,32304,32304,126.983
2026-09-04T19:25:30Z,123,7,386.0,5725,1,5725,5725,60.916
2026-09-04T19:25:30Z,123,9,394.0,345,2,412,412,37.227
2026-09-04T19:25:30Z,123,12,398.0,2491,2,4676,4676,77.223
2026-09-04T19:25:35Z,124,0,35.0,50,28,79642,14676,2.971
2026-09-04T19:25:35Z,124,1,35.5,3038,12,131356,3038,23.556
2026-09-04T19:25:35Z,124,2,37.0,4146,13,176209,145161,12.061
2026-09-04T19:25:35Z,124,3,39.5,19932,14,493944,404944,12.546
2026-09-04T19:25:35Z,124,4,42.0,448,13,225872,99814,14.445
2026-09-04T19:25:35Z,124,5,45.25,37961,4,83888,83585,27.386
2026-09-04T19:25:35Z,124,6,49.25,3700,6,296592,296592,9.725
2026-09-04T19:25:35Z,124,7,51.5,232708,6,789880,537206,78.434
2026-09-04T19:25:35Z,124,8,53.0,42487,1,42487,42487,102.453
2026-09-04T19:25:35Z,124,9,59.0,50000,1,50000,50000,18.754
2026-09-04T19:25:35Z,124,10,59.0,10000,5,28461,23760,64.678
2026-09-04T19:25:35Z,124,11,89.0,4000,2,14000,14000,9.97
2026-09-04T19:25:35Z,124,12,90.0,632,5,97220,632,98.086
2026-09-04T19:25:45Z,125,0,25.75,750,56,318869,4700,4.471
2026-09-04T19:25:45Z,125,1,26.75,119,17,105957,27389,13.455
2026-09-04T19:25:45Z,125,2,27.5,945,42,196534,43235,29.254
2026-09-04T19:25:45Z,125,3,34.75,500,24,150498,36091,57.191
2026-09-04T19:25:45Z,125,4,40.0,4000,28,269454,59980,28.571
2026-09-04T19:25:45Z,125,5,45.5,579257,2,663397,663397,112.208
2026-09-04T19:25:45Z,125,6,49.0,509,6,91942,87942,10.562
2026-09-04T19:25:45Z,125,7,51.0,135958,6,1166144,689984,66.39
