ts,kind,quality,best,qty_best,n_orders,total_qty,qty_within_5pct,median_age_h
2026-09-04T18:59:46Z,1,0,0.258,4481751,152,100907318,49672711,3.098
2026-09-04T18:59:46Z,1,1,0.264,6842490,24,18119757,18115693,20.883
2026-09-04T18:59:46Z,1,2,0.262,812242,67,180759450,169742327,12.929
2026-09-04T18:59:46Z,1,3,0.263,2438600,39,232145718,160908399,41.43
2026-09-04T18:59:46Z,1,4,0.263,500000,52,240564755,156097288,7.452
2026-09-04T18:59:46Z,1,5,0.264,429803,13,132393060,123218951,42.393
2026-09-04T18:59:46Z,1,6,0.264,118641,10,72667215,72667215,59.176
2026-09-04T18:59:46Z,1,7,0.265,11068660,9,72051940,69051940,75.856
2026-09-04T18:59:46Z,1,8,0.267,5539534,6,50172369,50172369,123.179
2026-09-04T18:59:46Z,1,9,0.268,10899227,5,32889352,27840177,74.387
2026-09-04T18:59:46Z,1,10,0.266,1530960,13,63748063,25681182,72.646
2026-09-04T18:59:46Z,1,11,0.268,6469396,8,59848372,25822838,121.493
2026-09-04T18:59:46Z,1,12,0.267,952839,19,169221896,135326401,86.11
2026-09-04T18:59:48Z,2,0,0.367,300630,136,33932779,18808216,1.085
2026-09-04T18:59:48Z,2,1,0.383,342179,14,2986632,2985812,11.174
2026-09-04T18:59:48Z,2,2,0.383,12429,38,74998406,55075847,10.279
2026-09-04T18:59:48Z,2,3,0.428,454924,5,22005494,17005494,4.702
2026-09-04T18:59:48Z,2,4,0.464,2240032,20,28545588,21415364,6.412
2026-09-04T18:59:48Z,2,5,0.482,10354441,12,31776966,31776966,133.449
2026-09-04T18:59:48Z,2,6,0.484,4040185,5,11421943,11421943,21.128
2026-09-04T18:59:48Z,2,7,0.5,1215737,3,15988817,9215737,22.291
2026-09-04T18:59:48Z,2,8,0.515,2300016,2,8749387,8749387,17.264
2026-09-04T18:59:48Z,2,9,0.52,5000000,1,5000000,5000000,2.084
2026-09-04T18:59:48Z,2,10,0.51,2938800,6,19425120,11567620,31.059
2026-09-04T18:59:48Z,2,11,0.585,1000000,3,10902251,10902251,23.123
2026-09-04T18:59:48Z,2,12,0.655,225275,6,1125275,825275,77.373
2026-09-04T18:59:50Z,3,0,2.15,20028,272,2298794,20905,1.768
2026-09-04T18:59:50Z,3,1,2.4,171056,27,1514583,451665,37.859
2026-09-04T18:59:50Z,3,2,2.45,353409,26,3496561,1421752,28.597
2026-09-04T18:59:50Z,3,3,2.9,3836,18,2581950,205943,40.688
2026-09-04T18:59:50Z,3,4,3.35,267434,11,2881538,1240180,76.562
2026-09-04T18:59:50Z,3,5,3.45,2407820,5,3204637,2407820,93.647
2026-09-04T18:59:50Z,3,6,3.45,1654899,3,3124571,1654899,41.265
2026-09-04T18:59:50Z,3,7,4.55,20400,2,210400,210400,76.761
2026-09-04T18:59:50Z,3,10,6.2,322598,1,322598,322598,161.807
2026-09-04T18:59:50Z,3,11,6.4,10000,3,23615,23615,147.656
2026-09-04T18:59:50Z,3,12,7.0,311180,1,311180,311180,161.801
2026-09-04T18:59:51Z,4,0,2.35,12261,95,910926,32666,2.672
2026-09-04T18:59:51Z,4,1,2.55,1753,8,557293,59657,16.762
2026-09-04T18:59:51Z,4,2,2.6,20000,12,676533,346224,12.239
2026-09-04T18:59:51Z,4,3,2.75,186086,10,2925061,355083,30.91
2026-09-04T18:59:51Z,4,4,3.1,479472,7,4311282,4131282,90.793
2026-09-04T18:59:51Z,4,5,3.1,120000,9,1781630,431547,85.347
2026-09-04T18:59:51Z,4,6,3.6,303151,2,703151,703151,5.731
2026-09-04T18:59:51Z,4,7,3.7,150000,3,719346,300000,97.799
2026-09-04T18:59:51Z,4,8,4.45,100000,3,115999,100000,162.216
2026-09-04T18:59:53Z,5,0,2.65,5418,78,1610667,10300,2.303
2026-09-04T18:59:53Z,5,1,2.85,785,10,354467,28923,8.651
2026-09-04T18:59:53Z,5,2,3.0,20720,7,563722,563722,56.496
2026-09-04T18:59:53Z,5,3,3.1,142133,5,917137,516763,98.365
2026-09-04T18:59:53Z,5,4,3.2,252488,8,1253819,566908,110.818
2026-09-04T18:59:53Z,5,5,3.3,7200,2,37200,7200,140.357
2026-09-04T18:59:53Z,5,6,4.95,99999,1,99999,99999,16.115
2026-09-04T18:59:53Z,5,7,5.0,999,1,999,999,16.117
2026-09-04T18:59:55Z,6,0,0.665,998,82,6053612,48173,14.829
2026-09-04T18:59:55Z,6,1,0.695,90147,15,2943833,2635734,15.318
2026-09-04T18:59:55Z,6,2,0.715,30000,12,3913870,3913870,68.435
2026-09-04T18:59:55Z,6,3,0.74,1648100,12,6722667,3753210,46.594
2026-09-04T18:59:55Z,6,4,0.86,155000,11,8845327,7987317,24.198
2026-09-04T18:59:55Z,6,5,0.98,2165907,3,9895148,9895148,12.724
2026-09-04T18:59:55Z,6,6,1.11,1575055,10,14205055,9204215,84.954
2026-09-04T18:59:55Z,6,7,1.1,99999,10,4178687,299999,53.757
2026-09-04T18:59:55Z,6,8,1.49,224485,4,4429519,4429519,70.981
2026-09-04T18:59:55Z,6,9,1.7,1750000,2,2070000,1750000,83.729
2026-09-04T18:59:55Z,6,10,1.75,900000,2,4500000,900000,77.078
2026-09-04T18:59:55Z,6,11,2.3,690000,1,690000,690000,82.838
2026-09-04T18:59:55Z,6,12,2.5,300000,1,300000,300000,82.845
2026-09-04T18:59:57Z,7,0,38.5,50,38,52182,3392,3.649
2026-09-04T18:59:57Z,7,1,39.75,212,13,50328,40770,54.751
2026-09-04T18:59:57Z,7,2,40.0,555,11,96445,51881,5.101
2026-09-04T18:59:57Z,7,3,40.75,13264,13,90997,86097,7.405
2026-09-04T18:59:57Z,7,4,46.25,82940,8,139011,138991,121.173
2026-09-04T18:59:57Z,7,5,47.0,50444,3,87776,50444,105.98
2026-09-04T18:59:57Z,7,6,55.5,19464,5,133148,133148,42.62
2026-09-04T18:59:57Z,7,7,60.0,24046,1,24046,24046,56.499
2026-09-04T18:59:57Z,7,8,62.0,12795,1,12795,12795,56.507
2026-09-04T18:59:57Z,7,10,70.0,16545,1,16545,16545,70.172
2026-09-04T18:59:57Z,7,11,90.0,24990,2,24990,24990,162.462
2026-09-04T18:59:58Z,8,0,11.0,6831,39,397282,206185,36.278
2026-09-04T18:59:58Z,8,1,11.2,30316,6,152332,152282,75.328
2026-09-04T18:59:58Z,8,2,11.1,2800,9,445143,443408,38.384
2026-09-04T18:59:58Z,8,3,11.3,1536,8,613931,283131,19.178
2026-09-04T18:59:58Z,8,4,11.6,38300,4,230300,230300,22.572
2026-09-04T18:59:58Z,8,5,12.5,9990,2,13990,9990,63.557
2026-09-04T19:00:00Z,9,0,1.13,70299,100,1088844,105588,0.433
2026-09-04T19:00:00Z,9,1,1.2,5000,15,647468,583054,48.454
2026-09-04T19:00:00Z,9,2,1.21,92876,22,2051364,637274,42.895
2026-09-04T19:00:00Z,9,3,1.26,381886,14,1895438,677910,42.492
2026-09-04T19:00:00Z,9,4,1.35,283259,10,1902458,1152458,37.212
2026-09-04T19:00:00Z,9,5,1.37,4367,6,832259,102821,66.425
2026-09-04T19:00:00Z,9,7,1.74,1,10,4571047,500004,7.215
2026-09-04T19:00:00Z,9,8,2.5,50422,1,50422,50422,141.733
2026-09-04T19:00:00Z,9,10,3.6,305248,1,305248,305248,39.144
2026-09-04T19:00:02Z,10,0,29.0,545,33,885128,763566,55.471
2026-09-04T19:00:02Z,10,1,29.25,5107,14,626248,625990,25.096
2026-09-04T19:00:02Z,10,2,29.0,1701,16,688622,90012,21.107
2026-09-04T19:00:02Z,10,3,29.5,24600,13,1044174,154349,15.19
2026-09-04T19:00:02Z,10,4,30.0,37795,14,1201753,573201,26.146
2026-09-04T19:00:02Z,10,5,29.75,50000,11,645676,591737,6.359
2026-09-04T19:00:02Z,10,6,30.0,303416,5,1019781,1019781,29.474
2026-09-04T19:00:02Z,10,7,31.0,60883,5,294602,294602,20.442
2026-09-04T19:00:02Z,10,10,30.5,50000,8,536821,349655,40.285
2026-09-04T19:00:02Z,10,11,31.0,2191,4,71377,21377,31.767
2026-09-04T19:00:02Z,10,12,39.0,15999,2,25999,25999,76.484
2026-09-04T19:00:07Z,11,0,41.5,5893,11,140567,139914,26.844
2026-09-04T19:00:07Z,11,1,41.25,1440,11,59047,59047,26.655
2026-09-04T19:00:07Z,11,2,41.75,8972,5,477308,477306,19.731
2026-09-04T19:00:07Z,11,3,42.25,36056,3,227343,227343,3.55
2026-09-04T19:00:07Z,11,4,42.5,10000,4,294073,294073,31.007
2026-09-04T19:00:07Z,11,5,42.75,22222,9,590592,243342,44.459
2026-09-04T19:00:07Z,11,6,44.0,2832,1,2832,2832,29.51
2026-09-04T19:00:07Z,11,7,44.0,13752,1,13752,13752,1.984
2026-09-04T19:00:07Z,11,8,48.0,10000,1,10000,10000,64.549
2026-09-04T19:00:07Z,11,11,48.0,15000,4,43990,43990,66.054
2026-09-04T19:00:09Z,12,0,41.25,501455,18,735097,731728,52.064
2026-09-04T19:00:09Z,12,1,41.5,29542,6,191152,191102,98.018
2026-09-04T19:00:09Z,12,2,41.75,49506,9,648322,83826,80.447
2026-09-04T19:00:09Z,12,3,41.5,20057,18,81773,65882,48.864
2026-09-04T19:00:09Z,12,4,41.5,32690,6,91453,80216,2.371
2026-09-04T19:00:09Z,12,5,42.75,23498,4,283498,283498,132.179
2026-09-04T19:00:09Z,12,6,43.75,34878,1,34878,34878,179.851
2026-09-04T19:00:09Z,12,7,46.75,25000,2,37000,37000,96.769
2026-09-04T19:00:09Z,12,8,46.75,18953,3,54953,54953,53.832
2026-09-04T19:00:09Z,12,9,50.0,19999,1,19999,19999,36.807
2026-09-04T19:00:11Z,13,0,0.364,29621051,140,493518040,131833474,3.258
2026-09-04T19:00:13Z,14,0,11.0,125,28,357016,352581,13.518
2026-09-04T19:00:13Z,14,1,11.2,16203,9,294883,284883,17.465
2026-09-04T19:00:13Z,14,2,11.4,23579,10,264143,240617,23.054
2026-09-04T19:00:13Z,14,3,11.3,61240,13,1148822,871947,17.843
2026-09-04T19:00:13Z,14,4,11.2,287475,10,1108729,1045763,19.333
2026-09-04T19:00:13Z,14,5,11.5,250000,10,3919798,1915030,52.707
2026-09-04T19:00:13Z,14,6,13.8,50000,4,740000,640000,45.322
2026-09-04T19:00:13Z,14,7,14.8,32017,2,52728,52728,25.858
2026-09-04T19:00:13Z,14,8,18.2,903305,4,913305,913305,69.819
2026-09-04T19:00:13Z,14,11,19.0,25219,1,25219,25219,3.707
2026-09-04T19:00:15Z,15,0,10.1,1376,34,1821026,203526,3.426
2026-09-04T19:00:15Z,15,1,10.4,1000,15,264187,247541,21.38
2026-09-04T19:00:15Z,15,2,10.3,156087,11,943914,502768,4.796
2026-09-04T19:00:15Z,15,3,10.8,197551,15,2649926,2231513,60.745
2026-09-04T19:00:15Z,15,4,10.8,87000,4,595187,595187,13.983
2026-09-04T19:00:15Z,15,5,11.2,24127,3,250245,182081,152.76
2026-09-04T19:00:15Z,15,6,11.3,102829,3,240578,240578,40.133
2026-09-04T19:00:15Z,15,7,11.4,2090,1,2090,2090,38.883
2026-09-04T19:00:15Z,15,8,11.5,250000,3,789811,789811,124.526
2026-09-04T19:00:15Z,15,10,11.0,78144,3,278145,78144,47.473
2026-09-04T19:00:18Z,16,0,8.5,105,7,129474,128674,0.669
2026-09-04T19:00:18Z,16,1,8.8,130044,14,321871,309953,15.895
2026-09-04T19:00:18Z,16,2,8.9,204350,11,626567,584166,8.834
2026-09-04T19:00:18Z,16,3,9.1,315208,6,375383,375383,15.345
2026-09-04T19:00:18Z,16,4,9.0,252971,6,1075431,1075431,0.44
2026-09-04T19:00:18Z,16,5,9.2,1916,1,1916,1916,13.169
2026-09-04T19:00:18Z,16,6,9.1,35000,4,131800,131800,6.687
2026-09-04T19:00:18Z,16,8,9.6,120000,4,1020000,520000,172.242
2026-09-04T19:00:18Z,16,11,9.3,188000,2,333183,333183,8.863
2026-09-04T19:00:18Z,16,12,9.4,508980,5,2048980,2048980,90.384
2026-09-04T19:00:20Z,17,0,14.4,6410,15,166082,118087,24.5
2026-09-04T19:00:20Z,17,1,14.8,15222,9,219415,219410,75.773
2026-09-04T19:00:20Z,17,2,14.9,219306,9,493472,473286,44.796
2026-09-04T19:00:20Z,17,3,14.9,123000,4,686014,686014,14.777
2026-09-04T19:00:20Z,17,4,15.0,178982,6,799500,799500,17.502
2026-09-04T19:00:20Z,17,5,15.0,130130,4,547235,547235,46.833
2026-09-04T19:00:20Z,17,6,15.0,121384,4,430352,430352,41.231
2026-09-04T19:00:20Z,17,7,15.2,188131,4,518812,488812,106.375
2026-09-04T19:00:20Z,17,8,15.6,500000,9,1998122,606148,91.989
2026-09-04T19:00:20Z,17,9,16.5,118832,3,515568,118832,110.003
2026-09-04T19:00:20Z,17,10,16.3,425000,22,1370062,634000,95.436
2026-09-04T19:00:20Z,17,11,22.0,17112,1,17112,17112,30.186
2026-09-04T19:00:21Z,18,0,20.5,428,13,35966,15519,16.758
2026-09-04T19:00:21Z,18,1,20.75,2025,10,191783,78034,10.516
2026-09-04T19:00:21Z,18,2,21.0,940,6,114442,69146,12.264
2026-09-04T19:00:21Z,18,3,21.25,8695,10,744617,744617,24.255
2026-09-04T19:00:21Z,18,4,22.0,70177,12,720695,680695,21.223
2026-09-04T19:00:21Z,18,5,22.5,32110,7,874146,374146,9.029
2026-09-04T19:00:21Z,18,6,24.25,6062,4,23265,23094,9.22
2026-09-04T19:00:21Z,18,7,26.0,98360,1,98360,98360,7.331
2026-09-04T19:00:21Z,18,8,26.0,11111,2,110076,110076,85.724
2026-09-04T19:00:21Z,18,10,28.75,1,2,60001,60001,125.591
2026-09-04T19:00:23Z,19,0,11.4,48912,17,1366749,432136,29.577
2026-09-04T19:00:23Z,19,1,11.9,10000,2,143110,10000,75.182
2026-09-04T19:00:23Z,19,2,11.8,2595,3,598923,598923,146.633
2026-09-04T19:00:23Z,19,3,11.8,161616,6,379206,379206,6.707
2026-09-04T19:00:23Z,19,4,12.1,15893,9,1876889,1712207,139.227
2026-09-04T19:00:23Z,19,5,12.4,139100,6,519020,149595,85.772
2026-09-04T19:00:23Z,19,6,12.4,91253,7,440413,382937,133.585
2026-09-04T19:00:23Z,19,7,12.4,42477,13,883209,256764,139.925
2026-09-04T19:00:23Z,19,8,12.5,73610,10,991618,541618,99.271
2026-09-04T19:00:23Z,19,9,15.3,50000,2,96424,96424,108.618
2026-09-04T19:00:23Z,19,10,15.3,120000,5,356448,356448,96.714
2026-09-04T19:00:23Z,19,11,19.9,999,2,50999,50999,35.899
2026-09-04T19:00:25Z,20,0,110.0,923,12,111031,38013,9.335
2026-09-04T19:00:25Z,20,1,110.0,561,16,56056,15416,13.864
2026-09-04T19:00:25Z,20,2,110.0,772,21,104869,25819,14.297
2026-09-04T19:00:25Z,20,3,117.0,12353,18,165088,152840,33.169
2026-09-04T19:00:25Z,20,4,117.0,32793,11,110855,64705,22.675
2026-09-04T19:00:25Z,20,5,119.0,22569,10,120418,59010,23.791
2026-09-04T19:00:25Z,20,6,121.0,13501,4,22060,19060,84.219
2026-09-04T19:00:25Z,20,7,120.0,8916,7,32000,13476,42.969
2026-09-04T19:01:08Z,22,0,89.5,95,6,1337,1335,8.916
2026-09-04T19:01:08Z,22,3,91.0,927,3,7800,7800,20.798
2026-09-04T19:01:08Z,22,4,91.0,10000,3,25698,25698,52.981
2026-09-04T19:01:08Z,22,5,91.0,70941,3,82770,82770,21.079
2026-09-04T19:01:08Z,22,6,92.0,10000,2,20000,20000,37.321
2026-09-04T19:01:08Z,22,7,91.5,12105,3,53874,53874,47.977
2026-09-04T19:01:08Z,22,8,95.5,10767,4,48723,48723,41.167
2026-09-04T19:01:08Z,22,9,97.0,10000,4,45554,45554,139.055
2026-09-04T19:01:08Z,22,10,98.0,9946,1,9946,9946,118.137
2026-09-04T19:01:08Z,22,11,108.0,24423,2,25423,25423,80.216
2026-09-04T19:01:11Z,23,0,131.0,1276,6,1815,1446,5.176
2026-09-04T19:01:11Z,23,1,131.0,1672,3,1673,1673,1.386
2026-09-04T19:01:11Z,23,2,130.0,749,6,39276,39276,7.446
2026-09-04T19:01:11Z,23,3,132.0,7789,5,29477,23477,16.589
2026-09-04T19:01:11Z,23,4,134.0,1120,3,57186,57186,2.339
2026-09-04T19:01:11Z,23,7,135.0,3000,2,3211,3211,47.682
2026-09-04T19:01:11Z,23,8,137.0,10000,3,30000,20000,92.719
2026-09-04T19:01:11Z,23,9,142.0,8899,3,102242,102242,43.796
2026-09-04T19:01:11Z,23,10,148.0,1000,3,12824,12824,85.431
2026-09-04T19:01:11Z,23,11,210.0,199,1,199,199,89.455
2026-09-04T19:01:14Z,24,0,645.0,206,12,311,285,33.063
2026-09-04T19:01:14Z,24,1,640.0,308,3,1319,1319,22.52
2026-09-04T19:01:14Z,24,4,645.0,3386,3,19501,19501,82.829
2026-09-04T19:01:14Z,24,5,655.0,2500,3,5998,4498,8.645
2026-09-04T19:01:14Z,24,6,665.0,22764,1,22764,22764,23.855
2026-09-04T19:01:14Z,24,7,665.0,2000,2,2766,2766,41.05
2026-09-04T19:01:14Z,24,8,725.0,83,1,83,83,123.813
2026-09-04T19:01:17Z,25,0,765.0,818,14,3627,3615,59.825
2026-09-04T19:01:17Z,25,1,770.0,7745,4,7753,7753,44.829
2026-09-04T19:01:17Z,25,2,770.0,4321,6,6312,6309,61.974
2026-09-04T19:01:17Z,25,3,775.0,1000,6,13062,13062,11.691
2026-09-04T19:01:17Z,25,4,795.0,10000,2,18712,18712,62.516
2026-09-04T19:01:17Z,25,5,805.0,1100,3,15252,15252,127.099
2026-09-04T19:01:17Z,25,6,835.0,1999,5,13905,13905,16.241
2026-09-04T19:01:17Z,25,7,835.0,886,9,46986,34800,11.707
2026-09-04T19:01:17Z,25,10,900.0,467,1,467,467,28.106
2026-09-04T19:01:20Z,26,0,1190.0,197,8,305,202,65.181
2026-09-04T19:01:20Z,26,1,1200.0,48,2,1156,1156,8.261
2026-09-04T19:01:20Z,26,2,1230.0,3784,3,4673,4673,72.424
2026-09-04T19:01:20Z,26,3,1240.0,43,3,9844,9844,22.066
2026-09-04T19:01:20Z,26,4,1250.0,2729,5,3868,3868,23.129
2026-09-04T19:01:20Z,26,5,1270.0,494,3,17843,17843,105.536
2026-09-04T19:01:20Z,26,6,1250.0,926,2,1856,1856,46.585
2026-09-04T19:01:20Z,26,7,1360.0,1000,1,1000,1000,78.921
2026-09-04T19:01:23Z,27,0,630.0,4,1,4,4,9.463
2026-09-04T19:01:23Z,27,1,585.0,1919,1,1919,1919,2.498
2026-09-04T19:01:23Z,27,2,580.0,1261,1,1261,1261,0.193
2026-09-04T19:01:23Z,27,3,585.0,500,6,1036,1036,14.479
2026-09-04T19:01:23Z,27,4,590.0,122,4,2488,2488,14.439
2026-09-04T19:01:23Z,27,5,600.0,5000,3,9000,9000,34.268
2026-09-04T19:01:23Z,27,6,630.0,850,3,9249,9249,104.314
2026-09-04T19:01:23Z,27,7,680.0,640,1,640,640,126.054
2026-09-04T19:01:23Z,27,12,800.0,252,1,252,252,4.22
2026-09-04T19:01:26Z,28,0,955.0,495,3,721,721,22.394
2026-09-04T19:01:26Z,28,1,945.0,346,1,346,346,8.114
2026-09-04T19:01:26Z,28,2,935.0,83,4,795,795,1.233
2026-09-04T19:01:26Z,28,3,980.0,250,4,3039,3039,17.055
2026-09-04T19:01:26Z,28,4,990.0,1644,9,6741,6341,35.651
2026-09-04T19:01:26Z,28,6,1040.0,500,1,500,500,24.025
2026-09-04T19:01:26Z,28,9,1050.0,285,1,285,285,119.004
2026-09-04T19:01:29Z,29,0,100.0,1310,51,616409,112873,3.406
2026-09-04T19:01:35Z,30,0,154.0,57086,56,498058,195959,14.533
2026-09-04T19:01:38Z,31,0,198.0,21278,46,862056,595300,6.456
2026-09-04T19:02:21Z,33,0,109.0,102,30,353681,130574,103.007
2026-09-04T19:02:25Z,34,0,91.5,6971,67,888108,244936,9.351
2026-09-04T19:02:29Z,35,0,82.5,6392,39,979086,86738,7.727
2026-09-04T19:02:33Z,40,0,1.49,19766,81,2571268,209495,1.792
2026-09-04T19:02:33Z,40,1,1.55,78682,20,4433581,78682,48.668
2026-09-04T19:02:33Z,40,2,1.7,60000,14,3773465,2299900,40.764
2026-09-04T19:02:33Z,40,3,1.82,54241,14,4379314,2782554,49.557
2026-09-04T19:02:33Z,40,4,1.91,81018,16,2894680,1587258,41.472
2026-09-04T19:02:33Z,40,5,2.05,24106,12,6459379,454642,66.459
2026-09-04T19:02:33Z,40,6,2.15,281710,4,1061050,857028,42.771
2026-09-04T19:02:33Z,40,7,2.5,182195,4,929177,929177,73.541
2026-09-04T19:02:33Z,40,8,2.85,300000,3,900000,600000,96.92
2026-09-04T19:02:37Z,41,0,4.7,21755,22,263551,104962,65.359
2026-09-04T19:02:37Z,41,1,4.75,14469,8,549645,70657,24.932
2026-09-04T19:02:37Z,41,2,4.8,181359,11,1759432,663773,3.257
2026-09-04T19:02:37Z,41,3,4.9,57405,12,2173019,1146146,35.224
2026-09-04T19:02:37Z,41,4,5.1,167167,6,1767646,1291851,37.267
2026-09-04T19:02:37Z,41,5,5.6,539572,4,1618646,1618646,33.286
2026-09-04T19:02:37Z,41,6,7.3,50000,1,50000,50000,4.944
2026-09-04T19:02:37Z,41,7,6.0,68753,1,68753,68753,0.37
2026-09-04T19:02:37Z,41,8,8.2,999,2,186498,186498,1.474
2026-09-04T19:02:37Z,41,9,8.9,159004,1,159004,159004,171.601
2026-09-04T19:02:37Z,41,10,8.9,100000,3,101000,100000,78.309
2026-09-04T19:02:37Z,41,11,9.9,2460,2,23103,23103,73.536
2026-09-04T19:02:41Z,42,0,4.8,464,44,2868619,13495,4.718
2026-09-04T19:02:41Z,42,1,5.2,32567,9,176905,158168,5.737
2026-09-04T19:02:41Z,42,2,5.0,361,13,1202467,60907,6.368
2026-09-04T19:02:41Z,42,3,5.2,3696,13,646382,326395,52.816
2026-09-04T19:02:41Z,42,4,5.5,294786,6,1325227,1075227,96.526
2026-09-04T19:02:41Z,42,5,5.7,232000,6,3737535,437535,134.64
2026-09-04T19:02:41Z,42,6,6.9,1647,1,1647,1647,129.524
2026-09-04T19:02:41Z,42,7,6.9,999,1,999,999,130.137
2026-09-04T19:02:45Z,43,0,11.6,21075,20,289506,228045,36.803
2026-09-04T19:02:45Z,43,1,11.8,17077,14,731957,540424,50.044
2026-09-04T19:02:45Z,43,2,11.8,15050,12,1046922,724926,65.638
2026-09-04T19:02:45Z,43,3,11.6,1950,21,1724170,359600,79.029
2026-09-04T19:02:45Z,43,4,12.1,134691,11,734653,694292,19.225
2026-09-04T19:02:45Z,43,5,13.4,15000,5,709350,322192,20.792
2026-09-04T19:02:45Z,43,6,14.6,178151,6,812297,812297,86.342
2026-09-04T19:02:45Z,43,7,17.6,16970,2,27389,27389,98.541
2026-09-04T19:02:45Z,43,8,18.8,20000,3,23885,23885,83.534
2026-09-04T19:02:53Z,44,0,1.27,46541,11,2071878,2071878,35.494
2026-09-04T19:02:53Z,44,1,1.28,92285,2,153598,153598,2.03
2026-09-04T19:02:53Z,44,2,1.29,296848,17,5821221,4221221,142.598
2026-09-04T19:02:53Z,44,3,1.29,2319,7,1613288,1513288,0.791
2026-09-04T19:02:53Z,44,4,1.33,3334934,4,11383826,3334934,78.178
2026-09-04T19:02:53Z,44,5,1.33,224813,6,2915962,1368343,69.964
2026-09-04T19:02:53Z,44,6,1.33,700000,4,3175813,700000,85.218
2026-09-04T19:02:53Z,44,7,1.69,400000,1,400000,400000,46.083
2026-09-04T19:02:57Z,45,0,15.7,239758,10,454196,454196,8.899
2026-09-04T19:02:57Z,45,1,15.9,16945,5,179224,53920,22.141
2026-09-04T19:02:57Z,45,2,15.8,93714,14,577060,448321,15.072
2026-09-04T19:02:57Z,45,3,15.9,13348,18,619881,207644,14.191
2026-09-04T19:02:57Z,45,4,16.7,23972,13,174820,131058,25.378
2026-09-04T19:02:57Z,45,5,19.0,11111,1,11111,11111,29.669
2026-09-04T19:02:57Z,45,6,17.0,122621,1,122621,122621,24.414
2026-09-04T19:02:57Z,45,7,23.5,10000,1,10000,10000,13.781
2026-09-04T19:02:57Z,45,9,24.25,1999,1,1999,1999,17.067
2026-09-04T19:02:57Z,45,12,24.5,1999,3,54291,54291,96.115
2026-09-04T19:03:11Z,46,0,26.5,3,62,164407,7800,1.386
2026-09-04T19:03:11Z,46,1,27.25,104,21,157041,30285,11.345
2026-09-04T19:03:11Z,46,2,29.75,1221,8,36580,36580,16.869
2026-09-04T19:03:11Z,46,3,29.75,105107,9,535677,486221,15.022
2026-09-04T19:03:11Z,46,4,29.75,4204,8,424843,81087,13.521
2026-09-04T19:03:11Z,46,5,30.25,5000,13,183056,153056,14.669
2026-09-04T19:03:11Z,46,6,34.5,7979,6,159788,159788,18.019
2026-09-04T19:03:11Z,46,7,34.75,6736,8,145036,137395,29.965
2026-09-04T19:03:16Z,47,0,434.0,448,9,11654,4526,18.99
2026-09-04T19:03:16Z,47,1,450.0,130,4,2651,2651,35.282
2026-09-04T19:03:16Z,47,2,454.0,284,5,9593,9593,30.44
2026-09-04T19:03:16Z,47,3,452.0,2243,10,42750,42750,20.373
2026-09-04T19:03:16Z,47,4,464.0,233,6,13325,13325,8.964
2026-09-04T19:03:16Z,47,5,466.0,61,5,9060,5521,1.33
2026-09-04T19:03:16Z,47,6,498.0,980,6,43664,38664,46.056
2026-09-04T19:03:16Z,47,7,525.0,7528,1,7528,7528,49.197
2026-09-04T19:03:16Z,47,8,530.0,4140,2,14140,14140,16.09
2026-09-04T19:03:16Z,47,9,900.0,1,1,1,1,38.848
2026-09-04T19:03:24Z,48,0,222.0,1245,7,1874,1724,17.712
2026-09-04T19:03:24Z,48,1,238.0,172,2,1172,1172,131.194
2026-09-04T19:03:24Z,48,3,234.0,760,2,5760,5760,19.486
2026-09-04T19:03:24Z,48,4,234.0,38930,4,52541,52541,126.773
2026-09-04T19:03:24Z,48,5,256.0,3919,5,57903,57903,58.253
2026-09-04T19:03:24Z,48,6,278.0,69160,2,74160,74160,119.103
2026-09-04T19:03:24Z,48,7,350.0,1000,3,3000,2000,61.589
2026-09-04T19:03:24Z,48,8,400.0,250,1,250,250,143.381
2026-09-04T19:03:29Z,49,0,935.0,250,23,8087,5206,77.252
2026-09-04T19:03:29Z,49,1,1010.0,133,3,5580,5580,7.32
2026-09-04T19:03:29Z,49,2,1010.0,280,4,1595,1595,13.704
2026-09-04T19:03:29Z,49,3,1140.0,93,1,93,93,25.71
2026-09-04T19:03:29Z,49,4,1020.0,700,2,20350,20350,1.501
2026-09-04T19:03:29Z,49,5,1070.0,185,2,5185,185,20.078
2026-09-04T19:03:29Z,49,6,1190.0,500,2,584,584,40.102
2026-09-04T19:03:29Z,49,7,1230.0,7,2,9493,9493,178.882
2026-09-04T19:03:34Z,50,0,320.0,675,8,3474,3184,12.773
2026-09-04T19:03:34Z,50,1,328.0,757,1,757,757,4.392
2026-09-04T19:03:34Z,50,2,330.0,2082,11,18407,18407,9.783
2026-09-04T19:03:34Z,50,3,340.0,405,9,13676,9676,2.387
2026-09-04T19:03:34Z,50,4,352.0,1385,5,31426,31426,24.71
2026-09-04T19:03:34Z,50,5,350.0,2617,3,11747,11747,3.67
2026-09-04T19:03:34Z,50,6,354.0,8694,3,31484,31484,65.774
2026-09-04T19:03:34Z,50,7,354.0,1203,8,34711,30211,55.233
2026-09-04T19:03:34Z,50,8,416.0,18323,1,18323,18323,2.908
2026-09-04T19:03:34Z,50,9,416.0,11399,1,11399,11399,2.903
2026-09-04T19:03:34Z,50,10,418.0,2,1,2,2,43.089
2026-09-04T19:03:34Z,50,11,420.0,4960,4,16360,4960,82.96
