heure,kind,quality,prix,vendu,disparu,n_evt
2026-09-04T14,15,0,10.1,1000,,1
2026-09-04T14,15,1,10.5,205,,1
2026-09-04T14,15,3,10.8,29200,,1
2026-09-04T15,15,0,10.2,8050,,2
2026-09-04T15,15,1,10.5,4661,,1
2026-09-04T15,15,2,10.7,12350,,1
2026-09-04T15,15,3,10.8,5000,,1
2026-09-04T15,15,10,11.0,2870,,1
2026-09-04T16,15,0,10.2,4718,,1
2026-09-04T16,15,0,10.4,449,,1
2026-09-04T16,15,2,10.7,11055,,1
2026-09-04T16,15,10,11.0,1480,,1
2026-09-04T17,15,0,9.9,846,,1
2026-09-04T17,15,0,10.0,7186,,1
2026-09-04T17,15,0,10.2,517,,1
2026-09-04T17,15,1,10.5,12105,,1
2026-09-04T17,15,2,10.4,586,,1
2026-09-04T18,15,0,10.1,50,,1
2026-09-04T18,15,2,10.3,97913,,2
2026-09-04T20,15,1,10.4,3000,,1
2026-09-04T20,15,2,10.6,10314,,1
2026-09-04T20,15,2,10.7,2352,,1
2026-09-04T21,15,0,9.8,1398,,1
2026-09-04T21,15,0,9.9,11860,,4
2026-09-04T21,15,0,10.0,21805,,3
2026-09-04T21,15,1,10.3,60000,,1
2026-09-04T21,15,1,10.4,27000,,1
2026-09-04T21,15,1,10.5,18507,,2
2026-09-04T21,15,2,10.6,7094,,1
2026-09-04T21,15,2,10.7,54731,,4
2026-09-04T21,15,2,10.8,17712,,3
2026-09-04T21,15,3,10.8,10000,,1
2026-09-04T21,15,4,10.9,219116,,3
2026-09-04T21,15,10,10.9,9500,,1
2026-09-04T21,15,10,11.0,78144,,1
2026-09-04T23,15,0,9.7,0,1321,1
2026-09-04T23,15,0,9.8,0,2913,2
2026-09-04T23,15,0,9.9,1290,436,2
2026-09-04T23,15,0,10.0,0,7174,3
2026-09-04T23,15,0,10.1,0,709,1
2026-09-04T23,15,0,10.2,0,73,1
2026-09-04T23,15,0,10.3,0,18162,3
2026-09-04T23,15,0,10.4,0,12330,3
2026-09-04T23,15,1,10.0,0,3500,1
2026-09-04T23,15,1,10.3,0,5086,1
2026-09-04T23,15,1,10.4,0,15000,2
2026-09-04T23,15,1,10.5,0,14431,1
2026-09-04T23,15,1,10.6,758,0,1
2026-09-05T00,15,0,10.3,0,80,1
2026-09-05T00,15,0,10.4,0,1395,1
2026-09-05T00,15,0,10.5,3670,24436,6
2026-09-05T00,15,1,10.5,0,2110,1
2026-09-05T00,15,2,10.5,0,10233,1
2026-09-05T00,15,2,10.6,66484,0,2
2026-09-05T00,15,3,10.6,0,197,1
2026-09-05T00,15,4,10.7,77161,0,2
2026-09-05T01,15,0,10.4,0,620,1
2026-09-05T01,15,0,10.5,0,2008,1
2026-09-05T01,15,1,10.5,0,1127,1
2026-09-05T01,15,1,10.6,10000,0,1
2026-09-05T01,15,2,10.5,0,7120,1
2026-09-05T01,15,2,10.6,5125,78391,2
2026-09-05T01,15,4,10.7,600,79607,2
2026-09-05T02,15,0,9.7,0,334,1
2026-09-05T02,15,0,9.8,0,52,1
2026-09-05T02,15,0,9.9,0,1367,1
2026-09-05T02,15,0,10.1,0,1021,1
2026-09-05T02,15,0,10.2,0,2034,1
2026-09-05T02,15,1,9.9,0,1500,1
2026-09-05T02,15,1,10.0,0,6273,1
2026-09-05T02,15,1,10.3,2960,1267,2
2026-09-05T02,15,2,10.1,0,5173,2
2026-09-05T02,15,2,10.3,0,7965,2
2026-09-05T02,15,3,10.5,0,6602,1
2026-09-05T02,15,4,10.6,6799,0,1
2026-09-05T02,15,4,10.7,57139,0,2
2026-09-05T03,15,0,9.9,0,156,1
2026-09-05T03,15,0,10.0,300,2434,2
2026-09-05T03,15,0,10.1,3810,0,1
2026-09-05T03,15,3,10.5,8000,62551,3
2026-09-05T03,15,4,10.6,1749,0,1
2026-09-05T04,15,0,9.9,0,241,1
2026-09-05T04,15,0,10.0,0,989,1
2026-09-05T04,15,0,10.1,0,67452,2
2026-09-05T04,15,0,10.2,0,1294,1
2026-09-05T04,15,0,10.3,1450,651,2
2026-09-05T04,15,0,10.4,1028,5146,3
2026-09-05T04,15,1,10.4,0,191402,3
2026-09-05T04,15,2,10.5,24342,0,2
2026-09-05T04,15,4,10.6,10000,0,1
2026-09-05T05,15,0,10.2,0,418,1
2026-09-05T05,15,0,10.3,0,2228,3
2026-09-05T05,15,0,10.4,11962,0,2
2026-09-05T05,15,1,10.5,0,20281,1
2026-09-05T05,15,1,10.6,18677,0,1
2026-09-05T05,15,2,10.4,19563,8045,2
2026-09-05T05,15,2,10.5,0,4353,1
2026-09-05T05,15,4,10.5,40057,1279,2
2026-09-05T05,15,4,10.6,0,21818,1
2026-09-05T05,15,4,10.7,80132,0,2
2026-09-05T06,15,0,10.1,0,3752,1
2026-09-05T06,15,0,10.2,0,4143,1
2026-09-05T06,15,0,10.3,0,5942,2
2026-09-05T06,15,0,10.4,0,9368,4
2026-09-05T06,15,0,10.5,45815,0,3
2026-09-05T06,15,1,10.5,0,1000,1
2026-09-05T06,15,1,10.6,700,11909,6
2026-09-05T06,15,1,10.7,0,72993,2
2026-09-05T06,15,2,10.5,0,7708,1
2026-09-05T06,15,2,10.6,0,9732,1
2026-09-05T06,15,2,10.7,0,25436,3
2026-09-05T06,15,2,10.8,58117,0,1
2026-09-05T06,15,4,10.7,41697,27334,2
2026-09-05T06,15,4,10.8,0,118126,1
2026-09-05T07,15,0,10.2,0,1987,1
2026-09-05T07,15,0,10.3,63,14957,3
2026-09-05T07,15,0,10.4,0,393,1
2026-09-05T07,15,0,10.5,0,94502,6
2026-09-05T07,15,0,10.6,0,184121,6
2026-09-05T07,15,0,10.7,15870,0,1
2026-09-05T07,15,1,10.3,0,15000,1
2026-09-05T07,15,1,10.4,4006,3455,2
2026-09-05T07,15,2,10.8,5000,0,1
2026-09-05T07,15,3,10.8,0,13388,1
2026-09-05T07,15,4,10.5,0,13958,1
2026-09-05T07,15,4,10.9,44891,0,3
2026-09-05T08,15,0,10.4,0,1685,1
2026-09-05T08,15,1,10.6,37991,0,1
2026-09-05T08,15,2,10.5,0,5000,1
2026-09-05T08,15,2,10.6,840,0,1
2026-09-05T09,15,0,9.6,0,41,1
2026-09-05T09,15,0,9.7,0,36,1
2026-09-05T09,15,0,9.8,0,5357,2
2026-09-05T09,15,0,9.9,0,20000,1
2026-09-05T09,15,0,10.0,15407,10336,4
2026-09-05T09,15,0,10.1,0,3444,3
2026-09-05T09,15,1,10.2,1,1199,2
2026-09-05T09,15,2,10.3,17517,12059,4
2026-09-05T09,15,2,10.4,0,7046,1
2026-09-05T09,15,2,10.5,0,5000,1
2026-09-05T09,15,2,10.6,0,5660,1
2026-09-05T09,15,2,10.7,0,17579,3
2026-09-05T09,15,3,10.8,0,34739,1
2026-09-05T09,15,4,10.8,34132,0,2
2026-09-05T10,15,0,9.6,0,1758,1
2026-09-05T10,15,0,9.7,0,21684,1
2026-09-05T10,15,0,9.9,0,500,1
2026-09-05T10,15,0,10.0,0,13801,1
2026-09-05T10,15,1,10.1,18167,4259,3
2026-09-05T10,15,5,11.0,75491,0,2
2026-09-05T11,15,0,10.1,0,4493,3
2026-09-05T11,15,0,10.2,0,4760,2
2026-09-05T11,15,0,10.3,0,3858,2
2026-09-05T11,15,0,10.4,13027,0,1
2026-09-05T11,15,1,10.2,0,26036,2
2026-09-05T11,15,1,10.3,0,1194,1
2026-09-05T11,15,1,10.4,255,11254,2
2026-09-05T11,15,1,10.5,25915,0,2
2026-09-05T11,15,2,10.6,0,4364,2
2026-09-05T11,15,2,10.7,0,1102,1
2026-09-05T11,15,3,10.7,0,1084,1
2026-09-05T11,15,4,10.8,11898,1868,3
2026-09-05T11,15,4,10.9,32684,0,1
2026-09-05T12,15,0,9.9,0,1154,1
2026-09-05T12,15,0,10.0,0,7370,3
2026-09-05T12,15,0,10.1,0,17505,2
2026-09-05T12,15,0,10.2,0,4058,1
2026-09-05T12,15,0,10.3,0,3000,1
2026-09-05T12,15,0,10.4,1952,162192,4
2026-09-05T12,15,1,10.5,28144,0,2
2026-09-05T12,15,4,10.7,0,36800,1
2026-09-05T12,15,4,10.8,1724,0,1
2026-09-05T12,15,10,10.8,29480,11420,2
2026-09-05T13,15,0,9.7,0,1000,1
2026-09-05T13,15,0,10.1,6753,11469,2
2026-09-05T13,15,0,10.2,0,3183,2
2026-09-05T13,15,0,10.3,14744,0,2
2026-09-05T13,15,1,10.2,0,120,1
2026-09-05T13,15,1,10.4,189,5348,3
2026-09-05T13,15,1,10.5,2463,0,1
2026-09-05T13,15,2,10.5,2200,101800,3
2026-09-05T13,15,3,10.6,29563,0,2
2026-09-05T14,15,0,10.0,15042,1242,2
2026-09-05T14,15,0,10.1,0,10153,1
2026-09-05T14,15,0,10.2,21402,564,3
2026-09-05T14,15,1,10.3,20535,0,1
2026-09-05T14,15,1,10.5,17375,0,1
2026-09-05T14,15,2,10.5,0,2000,1
2026-09-05T14,15,3,10.6,5000,0,1
2026-09-05T15,15,0,9.7,0,246,1
2026-09-05T15,15,0,9.8,0,607,1
2026-09-05T15,15,0,9.9,0,3175,2
2026-09-05T15,15,0,10.0,0,8818,2
2026-09-05T15,15,0,10.1,7044,5819,3
2026-09-05T15,15,4,10.2,76561,0,2
2026-09-05T16,15,0,9.6,0,482,1
2026-09-05T16,15,0,9.7,0,624,1
2026-09-05T16,15,0,9.8,43180,0,2
2026-09-05T16,15,1,10.0,0,407,1
2026-09-05T16,15,1,10.1,22607,0,2
2026-09-05T16,15,4,10.2,113892,0,2
2026-09-05T17,15,0,9.6,0,6035,1
2026-09-05T17,15,0,9.7,0,2538,1
2026-09-05T17,15,0,9.8,0,3465,4
2026-09-05T17,15,0,9.9,0,344,1
2026-09-05T17,15,3,10.1,0,36170,1
2026-09-05T17,15,4,10.2,18329,0,1
2026-09-05T18,15,0,9.6,0,365,1
2026-09-05T18,15,0,9.7,0,9678,2
2026-09-05T18,15,0,9.8,0,1248,2
2026-09-05T18,15,0,9.9,0,6993,1
2026-09-05T18,15,1,9.9,11708,8292,3
2026-09-05T18,15,1,10.0,9867,11089,3
2026-09-05T18,15,2,9.9,0,30096,1
2026-09-05T18,15,3,10.1,31986,0,1
2026-09-05T18,15,4,10.0,0,63058,1
2026-09-05T19,15,0,9.8,0,144,2
2026-09-05T19,15,0,9.9,11485,851,3
2026-09-05T19,15,1,9.8,2194,0,1
2026-09-05T19,15,2,10.1,56000,31606,3
2026-09-05T19,15,3,10.1,0,10000,1
2026-09-05T19,15,3,10.4,0,30000,1
2026-09-05T19,15,4,10.2,0,190270,1
2026-09-05T19,15,4,10.3,0,221110,1
2026-09-05T20,15,0,9.7,0,507,1
2026-09-05T20,15,0,9.8,0,356,1
2026-09-05T20,15,0,10.0,0,17883,5
2026-09-05T20,15,0,10.1,0,8800,3
2026-09-05T20,15,0,10.2,0,13833,5
2026-09-05T20,15,0,10.3,10211,0,2
2026-09-05T20,15,1,9.8,0,9612,1
2026-09-05T20,15,1,9.9,0,4890,1
2026-09-05T20,15,1,10.0,0,33027,3
2026-09-05T20,15,1,10.1,0,7393,1
2026-09-05T20,15,1,10.2,0,1293,1
2026-09-05T20,15,1,10.3,14,2738,3
2026-09-05T20,15,1,10.4,8063,5333,2
2026-09-05T20,15,2,10.2,0,20000,1
2026-09-05T20,15,2,10.3,0,5185,1
2026-09-05T20,15,2,10.5,39994,0,2
2026-09-05T20,15,3,10.5,59120,22415,2
2026-09-05T20,15,3,10.6,0,35771,1
2026-09-05T20,15,3,10.7,0,8568,1
2026-09-05T20,15,3,10.8,3275,0,1
2026-09-05T20,15,4,10.6,0,17045,1
2026-09-05T20,15,4,10.7,0,34243,1
2026-09-05T20,15,4,10.8,0,33290,1
2026-09-05T20,15,4,10.9,33225,0,1
2026-09-05T20,15,8,11.0,0,100000,1
2026-09-05T21,15,0,9.9,0,381,1
2026-09-05T21,15,0,10.0,0,3404,2
2026-09-05T21,15,0,10.1,0,6859,3
2026-09-05T21,15,0,10.2,11579,0,1
2026-09-05T21,15,1,10.2,462,0,1
2026-09-05T21,15,2,10.5,142477,0,2
2026-09-05T21,15,4,10.8,11229,0,1
2026-09-05T23,15,0,10.2,4518,0,1
2026-09-05T23,15,1,10.2,0,29215,2
2026-09-05T23,15,1,10.3,0,9117,1
2026-09-05T23,15,1,10.4,0,147,1
2026-09-05T23,15,1,10.5,18475,185596,6
2026-09-05T23,15,2,10.4,0,17572,1
2026-09-05T23,15,2,10.5,0,5529,1
2026-09-05T23,15,2,10.6,0,3532,2
2026-09-05T23,15,3,10.6,0,15000,1
2026-09-05T23,15,4,10.7,28822,0,1
2026-09-05T23,15,4,10.8,30000,0,1
2026-09-06T00,15,0,10.1,0,1089,2
2026-09-06T00,15,0,10.2,29064,0,3
2026-09-06T00,15,1,10.1,0,700,1
2026-09-06T00,15,1,10.2,0,690,1
2026-09-06T00,15,4,10.6,20937,0,1
2026-09-06T01,15,0,9.9,17961,2146,6
2026-09-06T01,15,0,10.0,0,783,2
2026-09-06T01,15,0,10.1,0,438,1
2026-09-06T01,15,0,10.2,3373,0,2
2026-09-06T01,15,1,10.0,0,31694,2
2026-09-06T01,15,1,10.1,0,2640,1
2026-09-06T01,15,1,10.2,0,798,1
2026-09-06T01,15,2,10.1,0,5053,1
2026-09-06T01,15,2,10.2,0,9582,1
2026-09-06T01,15,2,10.3,418,0,1
2026-09-06T01,15,3,10.4,2571,0,1
2026-09-06T02,15,0,9.9,512,713,3
2026-09-06T02,15,0,10.0,0,7140,1
2026-09-06T02,15,0,10.1,122,13305,2
2026-09-06T02,15,1,10.2,13938,22492,4
2026-09-06T02,15,1,10.3,10746,12878,3
2026-09-06T02,15,2,10.3,0,1984,1
2026-09-06T02,15,3,10.4,20244,2903,3
2026-09-06T02,15,3,10.5,61297,0,2
2026-09-06T03,15,0,9.7,0,245,1
2026-09-06T03,15,0,9.8,0,1888,1
2026-09-06T03,15,0,9.9,0,5000,1
2026-09-06T03,15,0,10.0,2512,10100,4
2026-09-06T03,15,0,10.1,7486,21856,4
2026-09-06T03,15,0,10.2,12327,0,3
2026-09-06T03,15,1,10.2,15292,17038,2
2026-09-06T03,15,1,10.3,0,521,1
2026-09-06T03,15,2,10.3,0,4493,1
2026-09-06T03,15,4,10.5,12000,0,1
2026-09-06T04,15,0,9.9,0,191,3
2026-09-06T04,15,0,10.0,0,1291,2
2026-09-06T04,15,0,10.1,2183,2601,5
2026-09-06T04,15,0,10.2,72247,0,4
2026-09-06T04,15,1,10.2,0,2011,1
2026-09-06T04,15,1,10.3,0,1703,1
2026-09-06T04,15,1,10.4,8577,1691,2
2026-09-06T04,15,1,10.5,82853,0,2
2026-09-06T04,15,2,10.3,0,3103,2
2026-09-06T04,15,2,10.4,0,10045,3
2026-09-06T04,15,2,10.5,0,5186,1
2026-09-06T04,15,3,10.5,0,34946,2
2026-09-06T04,15,3,10.7,7980,10920,3
2026-09-06T04,15,4,10.5,1852,11148,2
2026-09-06T04,15,4,10.6,8207,39708,2
2026-09-06T04,15,4,10.7,0,174325,1
2026-09-06T05,15,0,10.0,11955,6857,7
2026-09-06T05,15,0,10.1,0,4375,1
2026-09-06T05,15,0,10.2,4498,25997,10
2026-09-06T05,15,0,10.3,120653,0,1
2026-09-06T05,15,1,10.3,0,3294,1
2026-09-06T05,15,1,10.4,0,460,1
2026-09-06T05,15,1,10.5,51221,0,3
2026-09-06T05,15,2,10.7,0,16426,2
2026-09-06T05,15,3,10.6,0,25000,1
2026-09-06T05,15,3,10.7,0,57192,1
2026-09-06T05,15,4,10.8,30000,0,1
2026-09-06T06,15,0,10.2,1000,6754,3
2026-09-06T06,15,0,10.3,17111,8995,6
2026-09-06T06,15,1,10.5,1500,1451,2
2026-09-06T06,15,1,10.6,4340,0,1
2026-09-06T06,15,2,10.6,4594,0,1
2026-09-06T06,15,4,10.8,38088,0,3
2026-09-06T06,15,5,10.9,0,100000,1
2026-09-06T07,15,0,9.7,1000,0,1
2026-09-06T07,15,0,9.9,1886,11243,4
2026-09-06T07,15,0,10.1,834,7965,4
2026-09-06T07,15,0,10.2,15699,3325,3
2026-09-06T07,15,1,10.0,498,2482,2
2026-09-06T07,15,1,10.2,2518,0,1
2026-09-06T07,15,2,10.3,1051,0,1
2026-09-06T07,15,3,10.7,0,10000,1
2026-09-06T07,15,4,10.8,126759,0,2
2026-09-06T08,15,0,9.7,0,8858,1
2026-09-06T08,15,0,9.9,0,1424,1
2026-09-06T08,15,0,10.0,0,9998,2
2026-09-06T08,15,0,10.1,1376,5257,5
2026-09-06T08,15,0,10.2,3986,49090,3
2026-09-06T08,15,1,10.1,0,12214,2
2026-09-06T08,15,1,10.2,0,3215,3
2026-09-06T08,15,2,10.3,8122,0,1
2026-09-06T09,15,0,10.1,0,9250,1
2026-09-06T09,15,0,10.2,0,3034,2
2026-09-06T09,15,0,10.3,0,8627,3
